,embedder,dataset,metric_test,metric
9,MolR_gat,hERG,0.8532311062431543,0.909090909090909
21,MolR_gat,hERG,0.8412315930388219,0.9079822616407982
33,MolR_gat,hERG,0.8183361629881154,0.903010033444816
45,MolR_gat,hERG,0.8294117647058824,0.8314855875831486
57,MolR_gat,hERG,0.8753726893261777,0.871587462082912
