"embedder","dataset","length","metric_test","metric"
"ChemBertMTR-77M","Tox21","1024","0.7460595446584938","0.7979616306954435"
"ChemBertMTR-77M","Tox21","1024","0.7422462793306783","0.7716953724839178"
"ChemBertMTR-77M","Tox21","1024","0.73227903487936","0.8222817278556832"
"ChemBertMTR-77M","Tox21","1024","0.6845890913666197","0.7580954146582622"
"ChemBertMTR-77M","Tox21","1024","0.8626681755312461","0.8386141341782616"
"ChemBertMTR-77M","Tox21","1024","0.6857883229411288","0.8648501518537619"
"ChemGPT-1.2B","Tox21","1024","0.844968112244898","0.8046875"
"ChemGPT-1.2B","Tox21","1024","0.8951436769303243","0.7835451505016722"
"ChemGPT-1.2B","Tox21","1024","0.8051721170395869","0.8144736842105262"
"ChemGPT-1.2B","Tox21","1024","0.6233695887680375","0.7993887797424143"
"ChemGPT-1.2B","Tox21","1024","0.6800755579704945","0.7090760546642901"
"ChemGPT-1.2B","Tox21","1024","0.8074022897749705","0.7691000178922884"
"ChemGPT-1.2B","Tox21","1024","0.7014010507880911","0.8107763788968825"
"ChemGPT-1.2B","Tox21","1024","0.6523095001355871","0.7221000207511932"
"ChemGPT-1.2B","Tox21","1024","0.7264935894764624","0.7853569163554365"
"ChemGPT-1.2B","Tox21","1024","0.5867846582926164","0.7407304412309974"
"ChemGPT-1.2B","Tox21","1024","0.7988105117565698","0.8288102126096341"
"ChemGPT-1.2B","Tox21","1024","0.6691877884848976","0.7767749699157641"
"ChemGPT-19M","Tox21","1024","0.8426785714285714","0.7870703125"
"ChemGPT-19M","Tox21","1024","0.8395143676930326","0.7452173913043478"
"ChemGPT-19M","Tox21","1024","0.7841681009753299","0.8082550125313284"
"ChemGPT-19M","Tox21","1024","0.5956038479871734","0.7319362584588518"
"ChemGPT-19M","Tox21","1024","0.6360889267077434","0.7138888888888889"
"ChemGPT-19M","Tox21","1024","0.7479273588630083","0.7538915727321525"
"ChemGPT-19M","Tox21","1024","0.6435493286631642","0.7948141486810553"
"ChemGPT-19M","Tox21","1024","0.6330853773309016","0.7096493048350281"
"ChemGPT-19M","Tox21","1024","0.6999208234362628","0.8393347896554154"
"ChemGPT-19M","Tox21","1024","0.580829156793256","0.7729267086886664"
"ChemGPT-19M","Tox21","1024","0.7858393059222935","0.8133810901409744"
"ChemGPT-19M","Tox21","1024","0.6671430885091911","0.7238840181078448"
"ChemGPT-4.7M","Tox21","1024","0.8319515306122449","0.7912890625"
"ChemGPT-4.7M","Tox21","1024","0.8750588839878377","0.7540468227424749"
"ChemGPT-4.7M","Tox21","1024","0.7444549627079747","0.7979323308270676"
"ChemGPT-4.7M","Tox21","1024","0.6729806733977555","0.7774867205122608"
"ChemGPT-4.7M","Tox21","1024","0.6347817840702884","0.6792483660130719"
"ChemGPT-4.7M","Tox21","1024","0.7222858270825109","0.8103864734299517"
"ChemGPT-4.7M","Tox21","1024","0.5703444249854057","0.739658273381295"
"ChemGPT-4.7M","Tox21","1024","0.6283584391001271","0.6636439095247977"
"ChemGPT-4.7M","Tox21","1024","0.6783625730994152","0.7736593615671904"
"ChemGPT-4.7M","Tox21","1024","0.6132069536771028","0.7449944382647385"
"ChemGPT-4.7M","Tox21","1024","0.7997434930215013","0.8176975708316113"
"ChemGPT-4.7M","Tox21","1024","0.6176492023645639","0.7427368059137012"
"DenoisingPretrainingPQCMv4","Tox21","1024","0.8449043367346939","0.8148828124999999"
"DenoisingPretrainingPQCMv4","Tox21","1024","0.8277161577662626","0.7961204013377927"
"DenoisingPretrainingPQCMv4","Tox21","1024","0.7116609294320138","0.8351503759398495"
"DenoisingPretrainingPQCMv4","Tox21","1024","0.6862568791437362","0.8079022047587863"
"DenoisingPretrainingPQCMv4","Tox21","1024","0.7239186598456033","0.7402109328579917"
"DenoisingPretrainingPQCMv4","Tox21","1024","0.7884030793525464","0.7690552871712291"
"DenoisingPretrainingPQCMv4","Tox21","1024","0.7227670753064799","0.7571942446043166"
"DenoisingPretrainingPQCMv4","Tox21","1024","0.6910634813448112","0.7204606764888981"
"DenoisingPretrainingPQCMv4","Tox21","1024","0.7536497617757776","0.8685082094285111"
"DenoisingPretrainingPQCMv4","Tox21","1024","0.6569610166292701","0.7898591027067112"
"DenoisingPretrainingPQCMv4","Tox21","1024","0.7922771281277505","0.8048858887817422"
"DenoisingPretrainingPQCMv4","Tox21","1024","0.6628026560855129","0.8175176207667183"
"FRAD_QM9","Tox21","1024","0.8749489795918367","0.8290234375"
"FRAD_QM9","Tox21","1024","0.9395529099396172","0.8322408026755853"
"FRAD_QM9","Tox21","1024","0.8253872633390706","0.8507205513784462"
"FRAD_QM9","Tox21","1024","0.7056809810633965","0.832496543694972"
"FRAD_QM9","Tox21","1024","0.6963302611209645","0.6939839572192513"
"FRAD_QM9","Tox21","1024","0.736498223450454","0.8299785292538916"
"FRAD_QM9","Tox21","1024","0.654251799961082","0.7090827338129496"
"FRAD_QM9","Tox21","1024","0.6681093842219162","0.7200352770284291"
"FRAD_QM9","Tox21","1024","0.7403564334430692","0.8859840744133606"
"FRAD_QM9","Tox21","1024","0.6916664919160358","0.7279384501297738"
"FRAD_QM9","Tox21","1024","0.7519552370174777","0.8028194884511181"
"FRAD_QM9","Tox21","1024","0.7121912705482226","0.8020743796917083"
"MolR_gat","Tox21","1024","0.8054336734693878","0.8358203125"
"MolR_gat","Tox21","1024","0.8364738126846816","0.8056856187290968"
"MolR_gat","Tox21","1024","0.7691623637406769","0.8478853383458647"
"MolR_gat","Tox21","1024","0.5840447198509339","0.800189187222586"
"MolR_gat","Tox21","1024","0.7004413528669996","0.7179738562091502"
"MolR_gat","Tox21","1024","0.837978681405448","0.7930756843800322"
"MolR_gat","Tox21","1024","0.6639034831679315","0.794664268585132"
"MolR_gat","Tox21","1024","0.704441407766216","0.7008092965345507"
"MolR_gat","Tox21","1024","0.6710283229848175","0.7899372841942076"
"MolR_gat","Tox21","1024","0.6575796338624783","0.7837411939191694"
"MolR_gat","Tox21","1024","0.7878963912988809","0.8458694953391191"
"MolR_gat","Tox21","1024","0.6964491051907038","0.8461406223139075"
"MolR_gcn","Tox21","1024","0.8321683673469389","0.8066015625"
"MolR_gcn","Tox21","1024","0.899490385850713","0.8011371237458194"
"MolR_gcn","Tox21","1024","0.7428083763625931","0.8486450501253132"
"MolR_gcn","Tox21","1024","0.5677731074229753","0.8324237793785927"
"MolR_gcn","Tox21","1024","0.6714330384146154","0.7200089126559716"
"MolR_gcn","Tox21","1024","0.8235590209238057","0.7954911433172303"
"MolR_gcn","Tox21","1024","0.7130375559447364","0.8176708633093525"
"MolR_gcn","Tox21","1024","0.7067543640433666","0.6996472297157086"
"MolR_gcn","Tox21","1024","0.6998930421858288","0.8218589246705659"
"MolR_gcn","Tox21","1024","0.612147964854153","0.8028982820417748"
"MolR_gcn","Tox21","1024","0.8089626556016597","0.8341598934655828"
"MolR_gcn","Tox21","1024","0.7287351202526521","0.8535040971864076"
"MolR_tag","Tox21","1024","0.8740242346938776","0.8287109375"
"MolR_tag","Tox21","1024","0.870540876193739","0.8309698996655518"
"MolR_tag","Tox21","1024","0.7527854274239817","0.8663690476190476"
"MolR_tag","Tox21","1024","0.6063721454261819","0.8105944844648185"
"MolR_tag","Tox21","1024","0.6994879076490912","0.7170825906120024"
"MolR_tag","Tox21","1024","0.8267765495459929","0.8388799427446769"
"MolR_tag","Tox21","1024","0.8244600116754233","0.8215677458033575"
"MolR_tag","Tox21","1024","0.7174737200312648","0.7238016185930691"
"MolR_tag","Tox21","1024","0.7463988554124822","0.8244662109787892"
"MolR_tag","Tox21","1024","0.6384863799358316","0.7956680262019529"
"MolR_tag","Tox21","1024","0.7596454168238401","0.8284428525508564"
"MolR_tag","Tox21","1024","0.7337962588063811","0.8719557618474586"
"MoleOOD_OGB_GIN","Tox21","1024","0.7650765306122449","0.7625390625"
"MoleOOD_OGB_GIN","Tox21","1024","0.7905443021712133","0.8088963210702341"
"MoleOOD_OGB_GIN","Tox21","1024","0.7635025817555938","0.8062969924812031"
"MoleOOD_OGB_GIN","Tox21","1024","0.6736685877713741","0.679691479298552"
"MoleOOD_OGB_GIN","Tox21","1024","0.6477148071067551","0.6315359477124184"
"MoleOOD_OGB_GIN","Tox21","1024","0.7408803789972366","0.713947038826266"
"MoleOOD_OGB_GIN","Tox21","1024","0.6833625218914186","0.6551258992805756"
"MoleOOD_OGB_GIN","Tox21","1024","0.6103811858287561","0.6558207096908072"
"MoleOOD_OGB_GIN","Tox21","1024","0.6300093067188954","0.8054400676485096"
"MoleOOD_OGB_GIN","Tox21","1024","0.5720741501876822","0.724725003089853"
"MoleOOD_OGB_GIN","Tox21","1024","0.7612422985037093","0.7498048399687745"
"MoleOOD_OGB_GIN","Tox21","1024","0.6448740788727833","0.731247492980345"
"MoleOOD_OGB_GCN","Tox21","1024","0.798201530612245","0.7726171874999999"
"MoleOOD_OGB_GCN","Tox21","1024","0.8070318187657917","0.7462207357859532"
"MoleOOD_OGB_GCN","Tox21","1024","0.7329173838209984","0.7651629072681704"
"MoleOOD_OGB_GCN","Tox21","1024","0.6406703644321187","0.7730480972131267"
"MoleOOD_OGB_GCN","Tox21","1024","0.6111045611588973","0.6687017231134877"
"MoleOOD_OGB_GCN","Tox21","1024","0.6710422424003158","0.5984075863302917"
"MoleOOD_OGB_GCN","Tox21","1024","0.6613738081338782","0.6807553956834533"
"MoleOOD_OGB_GCN","Tox21","1024","0.6168760733978126","0.6186760738742478"
"MoleOOD_OGB_GCN","Tox21","1024","0.5697101026517204","0.7862729899231907"
"MoleOOD_OGB_GCN","Tox21","1024","0.6127980372009142","0.789179335063651"
"MoleOOD_OGB_GCN","Tox21","1024","0.7401031057462593","0.7786196445791429"
"MoleOOD_OGB_GCN","Tox21","1024","0.652672281156369","0.7574637556587015"
"MoleOOD_OGB_SAGE","Tox21","1024","0.8498533163265306","0.7966015625"
"MoleOOD_OGB_SAGE","Tox21","1024","0.8233266241274464","0.7609364548494981"
"MoleOOD_OGB_SAGE","Tox21","1024","0.716399885255307","0.7892387218045113"
"MoleOOD_OGB_SAGE","Tox21","1024","0.6259045803180656","0.7391399257803972"
"MoleOOD_OGB_SAGE","Tox21","1024","0.6295173311735578","0.6229203802733214"
"MoleOOD_OGB_SAGE","Tox21","1024","0.6438215554678247","0.7217301842905708"
"MoleOOD_OGB_SAGE","Tox21","1024","0.6350457287410003","0.7142535971223021"
"MoleOOD_OGB_SAGE","Tox21","1024","0.5831095703218465","0.5802448640796846"
"MoleOOD_OGB_SAGE","Tox21","1024","0.5750024308594129","0.698752730603904"
"MoleOOD_OGB_SAGE","Tox21","1024","0.5460293161658314","0.760629094055123"
"MoleOOD_OGB_SAGE","Tox21","1024","0.6632465736200176","0.7529733204757313"
"MoleOOD_OGB_SAGE","Tox21","1024","0.5877196534132318","0.6929115809982236"
"ThreeDInfomax","Tox21","1024","0.8926339285714288","0.7915234375"
"ThreeDInfomax","Tox21","1024","0.8293649094257206","0.7501003344481605"
"ThreeDInfomax","Tox21","1024","0.8127280550774526","0.8612781954887219"
"ThreeDInfomax","Tox21","1024","0.7020843263855787","0.7848359164665648"
"ThreeDInfomax","Tox21","1024","0.7199921058836798","0.765255496137849"
"ThreeDInfomax","Tox21","1024","0.746259376233715","0.8281445696904635"
"ThreeDInfomax","Tox21","1024","0.7087176493481222","0.8200689448441246"
"ThreeDInfomax","Tox21","1024","0.70737115238394","0.7577713218510065"
"ThreeDInfomax","Tox21","1024","0.759275464988679","0.8139665985483757"
"ThreeDInfomax","Tox21","1024","0.6764893996267327","0.8152576937337783"
"ThreeDInfomax","Tox21","1024","0.8441544071419589","0.8365706938513111"
"ThreeDInfomax","Tox21","1024","0.7023321726455585","0.8354822073233625"
"ContextPred","Tox21","1024","0.7908148586901337","0.9031277968816243"
"ContextPred","Tox21","1024","0.8050900423728813","0.8506421764949593"
"ContextPred","Tox21","1024","0.7558774364715444","0.7866533066132265"
"ContextPred","Tox21","1024","0.5733286033311622","0.6717297113090891"
"ContextPred","Tox21","1024","0.6544645420614412","0.7632531736098694"
"ContextPred","Tox21","1024","0.6624644468681167","0.7692238429677652"
"ContextPred","Tox21","1024","0.6139261044921422","0.7142463235294118"
"ContextPred","Tox21","1024","0.6250649465503708","0.5628491353835008"
"ContextPred","Tox21","1024","0.6655520653899416","0.6537522879804759"
"ContextPred","Tox21","1024","0.5172532894736842","0.5715978456014362"
"ContextPred","Tox21","1024","0.6794842982140716","0.7510210783408247"
"ContextPred","Tox21","1024","0.6565340442986055","0.6718846827428264"
"GPT-GNN","Tox21","1024","0.7559104755457776","0.9069197795468463"
"GPT-GNN","Tox21","1024","0.8136758474576271","0.8728076232564562"
"GPT-GNN","Tox21","1024","0.7184249134806591","0.8006212424849699"
"GPT-GNN","Tox21","1024","0.5817146645575509","0.645586875030427"
"GPT-GNN","Tox21","1024","0.624449708106039","0.7848314857858036"
"GPT-GNN","Tox21","1024","0.6065738542802763","0.7334773996038176"
"GPT-GNN","Tox21","1024","0.6657085902368922","0.621875"
"GPT-GNN","Tox21","1024","0.5253263909616511","0.6201597681645726"
"GPT-GNN","Tox21","1024","0.6064781977235114","0.6487949969493594"
"GPT-GNN","Tox21","1024","0.5232839912280702","0.6195332136445243"
"GPT-GNN","Tox21","1024","0.701393883095609","0.730496890585555"
"GPT-GNN","Tox21","1024","0.5828835110746513","0.7340697831065607"
"GraphMVP","Tox21","1024","0.7429345066847183","0.9150925620613313"
"GraphMVP","Tox21","1024","0.823967161016949","0.8606546057174423"
"GraphMVP","Tox21","1024","0.7930820310702839","0.8557314629258517"
"GraphMVP","Tox21","1024","0.6441972178282313","0.6641351443454554"
"GraphMVP","Tox21","1024","0.6641664274093215","0.7441444662971571"
"GraphMVP","Tox21","1024","0.6835290092170826","0.757293354943274"
"GraphMVP","Tox21","1024","0.6247740021324927","0.8159007352941177"
"GraphMVP","Tox21","1024","0.6811345471429046","0.7034184286286248"
"GraphMVP","Tox21","1024","0.6222064601839655","0.7272727272727273"
"GraphMVP","Tox21","1024","0.7074671052631579","0.7323518850987433"
"GraphMVP","Tox21","1024","0.7985761516640697","0.8538472589947252"
"GraphMVP","Tox21","1024","0.6671739130434784","0.7369257712515155"
"GROVER","Tox21","1024","0.7369267219495683","0.8963210702341137"
"GROVER","Tox21","1024","0.8487182203389829","0.8755696726971413"
"GROVER","Tox21","1024","0.7324392575439242","0.8400801603206413"
"GROVER","Tox21","1024","0.6329149995347538","0.6810281875273843"
"GROVER","Tox21","1024","0.6753068475452196","0.7648176291793313"
"GROVER","Tox21","1024","0.6722161630418512","0.773095623987034"
"GROVER","Tox21","1024","0.6508043206156413","0.8123161764705883"
"GROVER","Tox21","1024","0.679973800285212","0.7043716993002993"
"GROVER","Tox21","1024","0.6813028450479054","0.7261287370347773"
"GROVER","Tox21","1024","0.634358552631579","0.7261400359066428"
"GROVER","Tox21","1024","0.7700392544648209","0.8326047246680213"
"GROVER","Tox21","1024","0.6248113207547171","0.7513673716826081"
"AttributeMask","Tox21","1024","0.7416610255542393","0.8538555749210985"
"AttributeMask","Tox21","1024","0.7800688559322033","0.8055517193757769"
"AttributeMask","Tox21","1024","0.7308238890507666","0.8109218436873747"
"AttributeMask","Tox21","1024","0.6456452963617754","0.6431040358307775"
"AttributeMask","Tox21","1024","0.6520091635563212","0.7582133917396747"
"AttributeMask","Tox21","1024","0.6999636449177733","0.6679722672429318"
"AttributeMask","Tox21","1024","0.5811737981549303","0.7421875"
"AttributeMask","Tox21","1024","0.6774118661493054","0.6662980686736191"
"AttributeMask","Tox21","1024","0.6506681978360973","0.6793776693105552"
"AttributeMask","Tox21","1024","0.685904605263158","0.6677199281867146"
"AttributeMask","Tox21","1024","0.7224244875943906","0.7897502206350184"
"AttributeMask","Tox21","1024","0.6895365053322395","0.7066954061700121"
"GraphLog","Tox21","1024","0.7510619394144527","0.9172358566112394"
"GraphLog","Tox21","1024","0.8219756355932203","0.8976660682226212"
"GraphLog","Tox21","1024","0.7853221279923934","0.843066132264529"
"GraphLog","Tox21","1024","0.6798059923699638","0.7142787595540626"
"GraphLog","Tox21","1024","0.6814168819982773","0.8045659753263008"
"GraphLog","Tox21","1024","0.7211244413079275","0.7714748784440842"
"GraphLog","Tox21","1024","0.5911408835937138","0.7795036764705883"
"GraphLog","Tox21","1024","0.7393183652262351","0.701168709843473"
"GraphLog","Tox21","1024","0.6802220195674447","0.7632702867602197"
"GraphLog","Tox21","1024","0.5878344298245615","0.7270017953321365"
"GraphLog","Tox21","1024","0.7887775180790282","0.8436262134926011"
"GraphLog","Tox21","1024","0.6708080393765381","0.7310251919709013"
"GraphCL","Tox21","1024","0.790641394482992","0.8810589288237787"
"GraphCL","Tox21","1024","0.7494915254237288","0.8677668830272062"
"GraphCL","Tox21","1024","0.7977287714509179","0.8602404809619238"
"GraphCL","Tox21","1024","0.6630862101051456","0.6925660873375202"
"GraphCL","Tox21","1024","0.6299376734615753","0.7367580010727695"
"GraphCL","Tox21","1024","0.7962190714484293","0.7407257338375653"
"GraphCL","Tox21","1024","0.6846692318390432","0.8166360294117647"
"GraphCL","Tox21","1024","0.6531356747255663","0.6688909649005739"
"GraphCL","Tox21","1024","0.772384908974229","0.7939292251372788"
"GraphCL","Tox21","1024","0.6336129385964913","0.744560143626571"
"GraphCL","Tox21","1024","0.7477451156658277","0.8134351333045995"
"GraphCL","Tox21","1024","0.6890525020508613","0.7602317122457228"
"InfoGraph","Tox21","1024","0.7773227280419699","0.9024212162607754"
"InfoGraph","Tox21","1024","0.800354872881356","0.8676287805551719"
"InfoGraph","Tox21","1024","0.6966711140419486","0.8500200400801604"
"InfoGraph","Tox21","1024","0.5857971992183865","0.6921279392434643"
"InfoGraph","Tox21","1024","0.6537467700258398","0.7685164491328446"
"InfoGraph","Tox21","1024","0.6558242980261328","0.7391950297136682"
"InfoGraph","Tox21","1024","0.5850679152565945","0.758639705882353"
"InfoGraph","Tox21","1024","0.6078002188836933","0.7007492707479362"
"InfoGraph","Tox21","1024","0.7219914209477487","0.6808267236119585"
"InfoGraph","Tox21","1024","0.5904331140350877","0.6910233393177738"
"InfoGraph","Tox21","1024","0.7473006312677294","0.830675451019026"
"InfoGraph","Tox21","1024","0.6461074651353569","0.7586959450356998"
"Not-trained","Tox21","1024","0.8135048231511254","0.9047293796222149"
"Not-trained","Tox21","1024","0.8238347457627119","0.8934539428255767"
"Not-trained","Tox21","1024","0.7703723015422679","0.8316432865731462"
"Not-trained","Tox21","1024","0.7296571136131014","0.7254758775132661"
"Not-trained","Tox21","1024","0.6833399129103264","0.7607835687466478"
"Not-trained","Tox21","1024","0.6655760141998674","0.7811543309922565"
"Not-trained","Tox21","1024","0.7311668443743915","0.7677389705882354"
"Not-trained","Tox21","1024","0.642009086989686","0.673218813749976"
"Not-trained","Tox21","1024","0.7378547865932606","0.6109670530811471"
"Not-trained","Tox21","1024","0.6159265350877193","0.6475763016157989"
"Not-trained","Tox21","1024","0.7773457788964802","0.8053486033290232"
"Not-trained","Tox21","1024","0.6756972928630025","0.715802236292604"
"MolBert","Tox21","1024","0.7569893382975121","0.884780253426916"
"MolBert","Tox21","1024","0.8137552966101698","0.8676287805551719"
"MolBert","Tox21","1024","0.7157871598652495","0.8097394789579158"
"MolBert","Tox21","1024","0.6234472410905368","0.7079012706294727"
"MolBert","Tox21","1024","0.6760485453153412","0.7973247809762203"
"MolBert","Tox21","1024","0.7392538654006545","0.7240230506032774"
"MolBert","Tox21","1024","0.6206712716146678","0.7810661764705883"
"MolBert","Tox21","1024","0.7035673620093079","0.6133343501553831"
"MolBert","Tox21","1024","0.6635142590153229","0.6639719341061623"
"MolBert","Tox21","1024","0.6191940789473684","0.7881867145421902"
"MolBert","Tox21","1024","0.7645805865196373","0.7940603000636249"
"MolBert","Tox21","1024","0.6568047579983594","0.7398087026808567"
"ChemBertMLM-5M","Tox21","1024","0.765840243696057","0.8702717980121532"
"ChemBertMLM-5M","Tox21","1024","0.8217055084745764","0.8779174147217235"
"ChemBertMLM-5M","Tox21","1024","0.7042137602813603","0.7979559118236472"
"ChemBertMLM-5M","Tox21","1024","0.6686168232995254","0.699722506207098"
"ChemBertMLM-5M","Tox21","1024","0.6515067231314002","0.7896142499553012"
"ChemBertMLM-5M","Tox21","1024","0.6837749406556747","0.6835944534485863"
"ChemBertMLM-5M","Tox21","1024","0.6175188911037969","0.74375"
"ChemBertMLM-5M","Tox21","1024","0.6684133143191943","0.6345541553068578"
"ChemBertMLM-5M","Tox21","1024","0.614730750610779","0.6723611958511287"
"ChemBertMLM-5M","Tox21","1024","0.6703673245614036","0.6579892280071813"
"ChemBertMLM-5M","Tox21","1024","0.7414873746454114","0.768405065369538"
"ChemBertMLM-5M","Tox21","1024","0.6650451189499589","0.6897750235753739"
"ChemBertMLM-10M","Tox21","1024","0.7749026908106278","0.913326110509209"
"ChemBertMLM-10M","Tox21","1024","0.8578124999999999","0.8542328407678498"
"ChemBertMLM-10M","Tox21","1024","0.7344738039372052","0.8219639278557114"
"ChemBertMLM-10M","Tox21","1024","0.6753396296640923","0.7178326274280706"
"ChemBertMLM-10M","Tox21","1024","0.662979112833764","0.8132375290541749"
"ChemBertMLM-10M","Tox21","1024","0.7381044032420179","0.7713848370250316"
"ChemBertMLM-10M","Tox21","1024","0.5647165175467062","0.7843749999999999"
"ChemBertMLM-10M","Tox21","1024","0.6847743176466686","0.6660120874721168"
"ChemBertMLM-10M","Tox21","1024","0.6554193265106225","0.6850976205003051"
"ChemBertMLM-10M","Tox21","1024","0.688141447368421","0.7939317773788153"
"ChemBertMLM-10M","Tox21","1024","0.7731007031843062","0.833117829361903"
"ChemBertMLM-10M","Tox21","1024","0.6459474979491386","0.7287350127980601"
"ChemBertMLM-77M","Tox21","1024","0.7543492976815029","0.8846860426774693"
"ChemBertMLM-77M","Tox21","1024","0.8695021186440678","0.8744648529208673"
"ChemBertMLM-77M","Tox21","1024","0.6980385541429601","0.8281162324649298"
"ChemBertMLM-77M","Tox21","1024","0.6827312273192518","0.6506986027944113"
"ChemBertMLM-77M","Tox21","1024","0.658630610584745","0.7713995172537099"
"ChemBertMLM-77M","Tox21","1024","0.7034066850580611","0.7251485683414371"
"ChemBertMLM-77M","Tox21","1024","0.5999953641463076","0.6819852941176471"
"ChemBertMLM-77M","Tox21","1024","0.6735924562508983","0.6416083582772493"
"ChemBertMLM-77M","Tox21","1024","0.6998457571970592","0.6430750457596095"
"ChemBertMLM-77M","Tox21","1024","0.5619901315789474","0.7371274685816875"
"ChemBertMLM-77M","Tox21","1024","0.7462518478564865","0.7828130451737373"
"ChemBertMLM-77M","Tox21","1024","0.6312879409351928","0.6853832682203962"
"ChemBertMTR-5M","Tox21","1024","0.7595786089016754","0.9246314004427906"
"ChemBertMTR-5M","Tox21","1024","0.8464830508474577","0.8598259908852368"
"ChemBertMTR-5M","Tox21","1024","0.8146696929266286","0.8472745490981963"
"ChemBertMTR-5M","Tox21","1024","0.6413185074904624","0.7575580546224624"
"ChemBertMTR-5M","Tox21","1024","0.6719512632787826","0.8186684248167352"
"ChemBertMTR-5M","Tox21","1024","0.7816984239002587","0.7668827660723934"
"ChemBertMTR-5M","Tox21","1024","0.7653794446247275","0.8287683823529411"
"ChemBertMTR-5M","Tox21","1024","0.6961109452901315","0.7103201082915483"
"ChemBertMTR-5M","Tox21","1024","0.7037299737674648","0.7390939597315436"
"ChemBertMTR-5M","Tox21","1024","0.7312335526315789","0.7944344703770198"
"ChemBertMTR-5M","Tox21","1024","0.7943960006392585","0.8615643535907067"
"ChemBertMTR-5M","Tox21","1024","0.7745118949958981","0.8423009564865958"
"ChemBertMTR-10M","Tox21","1024","0.770722626501946","0.9283056196712045"
"ChemBertMTR-10M","Tox21","1024","0.8370338983050848","0.8880679464162408"
"ChemBertMTR-10M","Tox21","1024","0.8107539579084044","0.8575751503006013"
"ChemBertMTR-10M","Tox21","1024","0.6745952358797804","0.7783944306508934"
"ChemBertMTR-10M","Tox21","1024","0.6819223131400134","0.8010571249776507"
"ChemBertMTR-10M","Tox21","1024","0.7872799982891726","0"
"ChemBertMTR-10M","Tox21","1024","0.6526123035556998","0.8323529411764705"
"ChemBertMTR-10M","Tox21","1024","0.6817397937187013","0.7514251396541533"
"ChemBertMTR-10M","Tox21","1024","0.783587214735254","0.7924801708358755"
"ChemBertMTR-10M","Tox21","1024","0.739906798245614","0.8073967684021544"
"ChemBertMTR-10M","Tox21","1024","0.820166107315514","0.8881842251092913"
"ChemBertMTR-10M","Tox21","1024","0.763921246923708","0.8503839418025058"
"ChemBertMTR-77M","Tox21","1024","0.7993230665087157","0.927316406802016"
"ChemBertMTR-77M","Tox21","1024","0.8335699152542373","0.8486396906504626"
"ChemBertMTR-77M","Tox21","1024","0.8451342136069235","0.8550901803607214"
"ChemBertMTR-77M","Tox21","1024","0.6697217828231135","0.7977703130324717"
"ChemBertMTR-77M","Tox21","1024","0.6877781366637956","0.8067562131235473"
"ChemBertMTR-77M","Tox21","1024","0.8049335985115801","0.7982622006122816"
"ChemBertMTR-77M","Tox21","1024","0.8131750961939641","0.8411764705882352"
"ChemBertMTR-77M","Tox21","1024","0.7022076299760113","0.7382318735581781"
"ChemBertMTR-77M","Tox21","1024","0.7084867317413676","0.7676174496644294"
"ChemBertMTR-77M","Tox21","1024","0.6613760964912281","0.8342908438061042"
"ChemBertMTR-77M","Tox21","1024","0.7756127891645691","0.8735299550520289"
"ChemBertMTR-77M","Tox21","1024","0.7998523379819524","0.8553684494139836"
"ChemGPT-1.2B","Tox21","1024","0.7224403452360806","0.9270573272410382"
"ChemGPT-1.2B","Tox21","1024","0.799417372881356","0.8248170142245547"
"ChemGPT-1.2B","Tox21","1024","0.7950271187653677","0.8276152304609218"
"ChemGPT-1.2B","Tox21","1024","0.6532404391923329","0.7162747675380945"
"ChemGPT-1.2B","Tox21","1024","0.674998803713274","0.7820825138566065"
"ChemGPT-1.2B","Tox21","1024","0.7024229593036933","0.7688636772915541"
"ChemGPT-1.2B","Tox21","1024","0.6334198692689259","0.7507352941176471"
"ChemGPT-1.2B","Tox21","1024","0.7076078665472755","0.6581190063106519"
"ChemGPT-1.2B","Tox21","1024","0.6805260017338242","0.6818944478340452"
"ChemGPT-1.2B","Tox21","1024","0.6277357456140351","0.7845242369838421"
"ChemGPT-1.2B","Tox21","1024","0.7777128530904152","0.8429078669211666"
"ChemGPT-1.2B","Tox21","1024","0.6419770303527481","0.7515559746733127"
"ChemGPT-19M","Tox21","1024","0.7728422744965306","0.8830844599368788"
"ChemGPT-19M","Tox21","1024","0.7708156779661017","0.8495373567186852"
"ChemGPT-19M","Tox21","1024","0.677667530582095","0.8129659318637275"
"ChemGPT-19M","Tox21","1024","0.7167000093049224","0.6881359232754004"
"ChemGPT-19M","Tox21","1024","0.6550925925925926","0.7983528517790095"
"ChemGPT-19M","Tox21","1024","0.7148478432882103","0.7806140824779398"
"ChemGPT-19M","Tox21","1024","0.6484863937694128","0.8145220588235293"
"ChemGPT-19M","Tox21","1024","0.6686565184227109","0.6444109740519722"
"ChemGPT-19M","Tox21","1024","0.7072764323752265","0.6728187919463087"
"ChemGPT-19M","Tox21","1024","0.6003344298245614","0.7694075403949728"
"ChemGPT-19M","Tox21","1024","0.7519452435175197","0.8191408575005645"
"ChemGPT-19M","Tox21","1024","0.677994257588187","0.6997170955139431"
"ChemGPT-4.7M","Tox21","1024","0.7319089524454223","0.8900325027085589"
"ChemGPT-4.7M","Tox21","1024","0.772542372881356","0.8707360861759426"
"ChemGPT-4.7M","Tox21","1024","0.7389544067354732","0.794188376753507"
"ChemGPT-4.7M","Tox21","1024","0.6219061133339536","0.7634973954529964"
"ChemGPT-4.7M","Tox21","1024","0.6491530289979902","0.7619010370105489"
