"embedder","dataset","length","metric_test","metric"
"ContextPred","hERG_Karim","1024","0.7554511713512592","0.7447949519010763"
"GPT-GNN","hERG_Karim","1024","0.7644526583944808","0.7767116612371404"
"GraphMVP","hERG_Karim","1024","0.830907949586797","0.8233387999633909"
"GROVER","hERG_Karim","1024","0.7993908607786255","0.7905884913832553"
"AttributeMask","hERG_Karim","1024","0.7226993491138685","0.7552557566582812"
"GraphLog","hERG_Karim","1024","0.8015169059749885","0.8226783518976133"
"GraphCL","hERG_Karim","1024","0.8279515370176251","0.824840268038024"
"InfoGraph","hERG_Karim","1024","0.7766793227858901","0.7754377632825507"
"Not-trained","hERG_Karim","1024","0.766756356500329","0.7703298035228845"
"MolBert","hERG_Karim","1024","0.7908744911143073","0.7880110124149395"
"ChemBertMLM-5M","hERG_Karim","1024","0.7305474634943077","0.7164167105728584"
"ChemBertMLM-10M","hERG_Karim","1024","0.8115946710221594","0.8043082486747751"
"ChemBertMLM-77M","hERG_Karim","1024","0.7755896370151871","0.791143811947926"
"ChemBertMTR-5M","hERG_Karim","1024","0.8498314887496649","0.8511777990506368"
"ChemBertMTR-10M","hERG_Karim","1024","0.8565012432656445","0.8546309282634668"
"ChemBertMTR-77M","hERG_Karim","1024","0.8551318227249457","0.8576907569427439"
"ChemGPT-1.2B","hERG_Karim","1024","0.7992637917164379","0.7860531673060892"
"ChemGPT-19M","hERG_Karim","1024","0.7763435191731064","0.753477246698378"
"ChemGPT-4.7M","hERG_Karim","1024","0.7819120084834597","0.7608559604819539"
"DenoisingPretrainingPQCMv4","hERG_Karim","1024","0.8088256624655663","0.8124797474961103"
"FRAD_QM9","hERG_Karim","1024","0.8066417200945858","0.8061894125475237"
"MolR_gat","hERG_Karim","1024","0.8352255552034323","0.8315634809323449"
"MolR_gcn","hERG_Karim","1024","0.8268383876551035","0.8590722559867019"
"MolR_tag","hERG_Karim","1024","0.8579370931961678","0.8538059865783101"
"MoleOOD_OGB_GIN","hERG_Karim","1024","0.7404393481387581","0.7411711450982139"
"MoleOOD_OGB_GCN","hERG_Karim","1024","0.763147838911777","0.7683261970311994"
"MoleOOD_OGB_SAGE","hERG_Karim","1024","0.7676741790790083","0.765140215350594"
"ThreeDInfomax","hERG_Karim","1024","0.8220256088344994","0.8150708311998636"
"ContextPred","hERG_Karim","1024","0.7483147206250922","0.6935202311439936"
"GPT-GNN","hERG_Karim","1024","0.7791252027126641","0.7724779071313724"
"GraphMVP","hERG_Karim","1024","0.8495475821907711","0.8196544929218197"
"GROVER","hERG_Karim","1024","0.8086232738709518","0.8283236015909283"
"AttributeMask","hERG_Karim","1024","0.7231900216226842","0.737919945840738"
"GraphLog","hERG_Karim","1024","0.8175767236719249","0.79000713258139"
"GraphCL","hERG_Karim","1024","0.8291602167182662","0.8081819170928082"
"InfoGraph","hERG_Karim","1024","0.8053814069487444","0.7581305383285583"
"Not-trained","hERG_Karim","1024","0.7630488598948351","0.7756984489657757"
"MolBert","hERG_Karim","1024","0.7943089955280357","0.7415128326019416"
"ChemBertMLM-5M","hERG_Karim","1024","0.7398852523465527","0.7037065244986036"
"ChemBertMLM-10M","hERG_Karim","1024","0.8321910781856603","0.8100956249471101"
"ChemBertMLM-77M","hERG_Karim","1024","0.7984900977935034","0.7738524401890738"
"ChemBertMTR-5M","hERG_Karim","1024","0.8607136714334855","0.8363145105719363"
"ChemBertMTR-10M","hERG_Karim","1024","0.869453351516045","0.8346220336319347"
"ChemBertMTR-77M","hERG_Karim","1024","0.8623992579487936","0.8425307365901425"
"ChemGPT-1.2B","hERG_Karim","1024","0.824952393237997","0.8014519034321015"
"ChemGPT-19M","hERG_Karim","1024","0.8130482456140351","0.7773570763669773"
"ChemGPT-4.7M","hERG_Karim","1024","0.7743245982603567","0.781046676096181"
"DenoisingPretrainingPQCMv4","hERG_Karim","1024","0.8251904270480122","0.8098139484278098"
"FRAD_QM9","hERG_Karim","1024","0.8234520123839009","0.7951812763693952"
"MolR_gat","hERG_Karim","1024","0.8595161310138091","0.8158573000157159"
"MolR_gcn","hERG_Karim","1024","0.8515931372549019","0.8222306846069222"
"MolR_tag","hERG_Karim","1024","0.8703505086245025","0.8375234226719377"
"MoleOOD_OGB_GIN","hERG_Karim","1024","0.7663401764214457","0.7713512010541713"
"MoleOOD_OGB_GCN","hERG_Karim","1024","0.7680810482087572","0.7629710223769629"
"MoleOOD_OGB_SAGE","hERG_Karim","1024","0.7497257236227824","0.7879036255273879"
"ThreeDInfomax","hERG_Karim","1024","0.8511201410388718","0.8356967564888358"
"ContextPred","hERG_Karim","1024","0.7354602288394293","0.7426160647047895"
"GPT-GNN","hERG_Karim","1024","0.7615411034950599","0.796887989124588"
"GraphMVP","hERG_Karim","1024","0.7999439370240138","0.8643641991608719"
"GROVER","hERG_Karim","1024","0.7605531384285772","0.8473383602773621"
"AttributeMask","hERG_Karim","1024","0.7418190148045298","0.7545428317147356"
"GraphLog","hERG_Karim","1024","0.7807056126420485","0.8391133409617697"
"GraphCL","hERG_Karim","1024","0.7776514310394893","0.8475950865045133"
"InfoGraph","hERG_Karim","1024","0.7507302217873292","0.8053501745738344"
"Not-trained","hERG_Karim","1024","0.7238489703689786","0.7791323142524621"
"MolBert","hERG_Karim","1024","0.7529211921709488","0.7888023354751635"
"ChemBertMLM-5M","hERG_Karim","1024","0.7229503766407113","0.747662568827079"
"ChemBertMLM-10M","hERG_Karim","1024","0.793671472180807","0.8256608866590383"
"ChemBertMLM-77M","hERG_Karim","1024","0.7690614118353274","0.8021374292169116"
"ChemBertMTR-5M","hERG_Karim","1024","0.8406021005009675","0.8629326448180422"
"ChemBertMTR-10M","hERG_Karim","1024","0.8382000551479112","0.8629253097829808"
"ChemBertMTR-77M","hERG_Karim","1024","0.8391925955388756","0.8650084597404376"
"ChemGPT-1.2B","hERG_Karim","1024","0.7878971076628756","0.8361182016450038"
"ChemGPT-19M","hERG_Karim","1024","0.7470678270502945","0.8143747127111268"
"ChemGPT-4.7M","hERG_Karim","1024","0.7393495596707719","0.8030200784359749"
"DenoisingPretrainingPQCMv4","hERG_Karim","1024","0.7884928149104335","0.8357624524445226"
"FRAD_QM9","hERG_Karim","1024","0.7791463420585788","0.8415045623918082"
"MolR_gat","hERG_Karim","1024","0.8112355328239879","0.8677933280521081"
"MolR_gcn","hERG_Karim","1024","0.8097943056121539","0.8579643810697416"
"MolR_tag","hERG_Karim","1024","0.8135088590482837","0.8716955667048087"
"MoleOOD_OGB_GIN","hERG_Karim","1024","0.7413779535244639","0.7988293284041897"
"MoleOOD_OGB_GCN","hERG_Karim","1024","0.7517370981950039","0.7827215914092069"
"MoleOOD_OGB_SAGE","hERG_Karim","1024","0.7399962055308963","0.8023574802687556"
"ThreeDInfomax","hERG_Karim","1024","0.8192707176792978","0.8535682500562353"
"ContextPred","hERG_Karim","1024","0.7027849569070493","0.7479455572675912"
"GPT-GNN","hERG_Karim","1024","0.7521679758732791","0.759374617849194"
"GraphMVP","hERG_Karim","1024","0.8331688494854654","0.8355650940396704"
"GROVER","hERG_Karim","1024","0.8115578528769225","0.8425184043828111"
"AttributeMask","hERG_Karim","1024","0.7416679692091084","0.7636693814659916"
"GraphLog","hERG_Karim","1024","0.803277923783698","0.8322412991904518"
"GraphCL","hERG_Karim","1024","0.8068471929907465","0.8419216376843495"
"InfoGraph","hERG_Karim","1024","0.7759009049943719","0.8160747914985202"
"Not-trained","hERG_Karim","1024","0.7545773764735391","0.7900273925697655"
"MolBert","hERG_Karim","1024","0.7795998226118944","0.8078447917430969"
"ChemBertMLM-5M","hERG_Karim","1024","0.7153902356571902","0.7801746276322548"
"ChemBertMLM-10M","hERG_Karim","1024","0.7977012246322287","0.8375963020030817"
"ChemBertMLM-77M","hERG_Karim","1024","0.770814931134884","0.8094161958568737"
"ChemBertMTR-5M","hERG_Karim","1024","0.8525088784927826","0.8615721378433243"
"ChemBertMTR-10M","hERG_Karim","1024","0.8351226631479844","0.8729620661824051"
"ChemBertMTR-77M","hERG_Karim","1024","0.8453627671575131","0.874224081003742"
"ChemGPT-1.2B","hERG_Karim","1024","0.7887888051626724","0.8344327047716878"
"ChemGPT-19M","hERG_Karim","1024","0.7764788703382612","0.8016313253601389"
"ChemGPT-4.7M","hERG_Karim","1024","0.754038790319747","0.790775796708"
"DenoisingPretrainingPQCMv4","hERG_Karim","1024","0.8009918103401271","0.8193472252794287"
"FRAD_QM9","hERG_Karim","1024","0.8005831755136561","0.8163854036735393"
"MolR_gat","hERG_Karim","1024","0.8350878277105908","0.856563210800499"
"MolR_gcn","hERG_Karim","1024","0.8411104204607002","0.8627424364712499"
"MolR_tag","hERG_Karim","1024","0.8463039298008381","0.8646635850025681"
"MoleOOD_OGB_GIN","hERG_Karim","1024","0.7337754707630719","0.772474136033458"
"MoleOOD_OGB_GCN","hERG_Karim","1024","0.7569231645359495","0.792267713454154"
"MoleOOD_OGB_SAGE","hERG_Karim","1024","0.7523824410008858","0.7772311492650477"
"ThreeDInfomax","hERG_Karim","1024","0.835706686828812","0.8555910191503413"
"ContextPred","hERG_Karim","1024","0.7251628313272773","0.7400898120097344"
"GPT-GNN","hERG_Karim","1024","0.7737270241079055","0.7710997442455243"
"GraphMVP","hERG_Karim","1024","0.8328322749246438","0.8312675935482179"
"GROVER","hERG_Karim","1024","0.8047223818508524","0.804996150573362"
"AttributeMask","hERG_Karim","1024","0.7274314140234797","0.7177536033255232"
"GraphLog","hERG_Karim","1024","0.8062592714535817","0.8054990787595074"
"GraphCL","hERG_Karim","1024","0.8276293265264716","0.8143420340704052"
"InfoGraph","hERG_Karim","1024","0.800736795809941","0.80279852124812"
"Not-trained","hERG_Karim","1024","0.7937679430342452","0.7496382969087794"
"MolBert","hERG_Karim","1024","0.7745799067174832","0.7771062799283983"
"ChemBertMLM-5M","hERG_Karim","1024","0.7348993003203776","0.7328390653639795"
"ChemBertMLM-10M","hERG_Karim","1024","0.813984115972596","0.80734155974477"
"ChemBertMLM-77M","hERG_Karim","1024","0.7630158755228766","0.7614940542447378"
"ChemBertMTR-5M","hERG_Karim","1024","0.8482874311588877","0.8487294508548586"
"ChemBertMTR-10M","hERG_Karim","1024","0.8502990556329738","0.8535179945798166"
"ChemBertMTR-77M","hERG_Karim","1024","0.845216993017783","0.8470419003534799"
"ChemGPT-1.2B","hERG_Karim","1024","0.8058671519916996","0.8128856875218988"
"ChemGPT-19M","hERG_Karim","1024","0.7767807569272412","0.77227721592304"
"ChemGPT-4.7M","hERG_Karim","1024","0.7750257869421486","0.7527440572241701"
"DenoisingPretrainingPQCMv4","hERG_Karim","1024","0.7989061962772038","0.812418512524342"
"FRAD_QM9","hERG_Karim","1024","0.8132879596545217","0.820181721539866"
"MolR_gat","hERG_Karim","1024","0.8310165583149373","0.84054435421399"
"MolR_gcn","hERG_Karim","1024","0.8266288296190821","0.8364375046181203"
"MolR_tag","hERG_Karim","1024","0.8487424233772451","0.8469584762467733"
"MoleOOD_OGB_GIN","hERG_Karim","1024","0.7732483407059487","0.7829841041323535"
"MoleOOD_OGB_GCN","hERG_Karim","1024","0.7673887212957013","0.7679987510219455"
"MoleOOD_OGB_SAGE","hERG_Karim","1024","0.7755585348400116","0.7770204722757859"
"ThreeDInfomax","hERG_Karim","1024","0.8412833453409161","0.8267102537761325"
"ContextPred","hERG_Karim","1024","0.7592833650601057","0.7465701219512195"
"GPT-GNN","hERG_Karim","1024","0.808471107937107","0.7786234514130854"
"GraphMVP","hERG_Karim","1024","0.842309979721935","0.8033113143631436"
"GROVER","hERG_Karim","1024","0.8155370821082499","0.8109284262485482"
"AttributeMask","hERG_Karim","1024","0.769256100735886","0.7344064556716996"
"GraphLog","hERG_Karim","1024","0.8111055844692473","0.8006593592721641"
"GraphCL","hERG_Karim","1024","0.8334060819864382","0.8122979578010066"
"InfoGraph","hERG_Karim","1024","0.8189155653854145","0.7918541908633372"
"Not-trained","hERG_Karim","1024","0.7816734300024601","0.7721484223770808"
"MolBert","hERG_Karim","1024","0.7943997668858481","0.774974593495935"
"ChemBertMLM-5M","hERG_Karim","1024","0.7640411866847872","0.7328397212543555"
"ChemBertMLM-10M","hERG_Karim","1024","0.8236411427370373","0.7889542198993419"
"ChemBertMLM-77M","hERG_Karim","1024","0.8029385280847618","0.7541424699961286"
"ChemBertMTR-5M","hERG_Karim","1024","0.8668048791556299","0.8152584204413473"
"ChemBertMTR-10M","hERG_Karim","1024","0.8582714920022261","0.8322251258226868"
"ChemBertMTR-77M","hERG_Karim","1024","0.8537955092087255","0.8353247193186217"
"ChemGPT-1.2B","hERG_Karim","1024","0.8070463887608407","0.7925800909794813"
"ChemGPT-19M","hERG_Karim","1024","0.7826022442014049","0.765898422377081"
"ChemGPT-4.7M","hERG_Karim","1024","0.7900211140276919","0.7647902148664343"
"DenoisingPretrainingPQCMv4","hERG_Karim","1024","0.8196183711148636","0.7968713704994193"
"FRAD_QM9","hERG_Karim","1024","0.8085242512760373","0.7983062330623307"
"MolR_gat","hERG_Karim","1024","0.8440440050730988","0.8154447348044909"
"MolR_gcn","hERG_Karim","1024","0.8542487203800525","0.820914392179636"
"MolR_tag","hERG_Karim","1024","0.8613305181296411","0.8353719028261711"
"MoleOOD_OGB_GIN","hERG_Karim","1024","0.7753983361955102","0.755239789005033"
"MoleOOD_OGB_GCN","hERG_Karim","1024","0.7840302475165939","0.7411597464188928"
"MoleOOD_OGB_SAGE","hERG_Karim","1024","0.7853868954497359","0.7497689217963608"
"ThreeDInfomax","hERG_Karim","1024","0.8490669462762642","0.8101577622919086"
"ContextPred","hERG_Karim","1024","0.7255601009557303","0.6969673821709571"
"GPT-GNN","hERG_Karim","1024","0.783475676128276","0.7920610318342324"
"GraphMVP","hERG_Karim","1024","0.82473295773974","0.8113872865130194"
"GROVER","hERG_Karim","1024","0.8038537218454325","0.7924392774154122"
"AttributeMask","hERG_Karim","1024","0.7455248741043767","0.7323992597721656"
"GraphLog","hERG_Karim","1024","0.776207222401646","0.7915657395748372"
"GraphCL","hERG_Karim","1024","0.8092621499742826","0.8182597746297013"
"InfoGraph","hERG_Karim","1024","0.7730119855025658","0.7882465421947114"
"Not-trained","hERG_Karim","1024","0.7403353428786736","0.765739082009063"
"MolBert","hERG_Karim","1024","0.7702494587385318","0.7947912996123907"
"ChemBertMLM-5M","hERG_Karim","1024","0.7212721737778256","0.7894552031560713"
"ChemBertMLM-10M","hERG_Karim","1024","0.7889376323249722","0.818960822628696"
"ChemBertMLM-77M","hERG_Karim","1024","0.7636538438535425","0.7980451972667753"
"ChemBertMTR-5M","hERG_Karim","1024","0.8318683388954677","0.8656341096197584"
"ChemBertMTR-10M","hERG_Karim","1024","0.8390988146074808","0.8659618403187613"
"ChemBertMTR-77M","hERG_Karim","1024","0.832002906663796","0.8615091382653929"
"ChemGPT-1.2B","hERG_Karim","1024","0.7948400736833291","0.8324359754670163"
"ChemGPT-19M","hERG_Karim","1024","0.7654151864212151","0.7889660712481612"
"ChemGPT-4.7M","hERG_Karim","1024","0.753424301144723","0.7817609241512884"
"DenoisingPretrainingPQCMv4","hERG_Karim","1024","0.8106586643700434","0.8129668006337769"
"FRAD_QM9","hERG_Karim","1024","0.789037212473535","0.8255893608265714"
"MolR_gat","hERG_Karim","1024","0.8305986172414206","0.8307862333393293"
"MolR_gcn","hERG_Karim","1024","0.8293937871556559","0.8290034276195662"
"MolR_tag","hERG_Karim","1024","0.8437222640877501","0.8351687073857686"
"MoleOOD_OGB_GIN","hERG_Karim","1024","0.727251169244387","0.7500893250965327"
"MoleOOD_OGB_GCN","hERG_Karim","1024","0.7480541500699753","0.7717170870901211"
"MoleOOD_OGB_SAGE","hERG_Karim","1024","0.7421576895013218","0.7755266484484538"
"ThreeDInfomax","hERG_Karim","1024","0.8341500101673426","0.8363933852609895"
"ContextPred","hERG_Karim","1024","0.7261502254044019","0.722071465949017"
"GPT-GNN","hERG_Karim","1024","0.726193139845437","0.7701116343973488"
"GraphMVP","hERG_Karim","1024","0.8286982777398947","0.8307580174927113"
"GROVER","hERG_Karim","1024","0.7986276849642004","0.8119222047793476"
"AttributeMask","hERG_Karim","1024","0.7502483118346782","0.7229884627843812"
"GraphLog","hERG_Karim","1024","0.8045945680380346","0.8108993047768558"
"GraphCL","hERG_Karim","1024","0.7991621917263325","0.8046709526301363"
"InfoGraph","hERG_Karim","1024","0.7640960620525059","0.8009107672372978"
"Not-trained","hERG_Karim","1024","0.7425465014963821","0.7779933218708728"
"MolBert","hERG_Karim","1024","0.7527118967117477","0.7823166629289078"
"ChemBertMLM-5M","hERG_Karim","1024","0.7279955463689056","0.7166990605766116"
"ChemBertMLM-10M","hERG_Karim","1024","0.8003010522029017","0.8003949565174056"
"ChemBertMLM-77M","hERG_Karim","1024","0.7717670923779216","0.78364481323665"
"ChemBertMTR-5M","hERG_Karim","1024","0.8419662390612569","0.8503289227779024"
"ChemBertMTR-10M","hERG_Karim","1024","0.8481124749024509","0.845965712292243"
"ChemBertMTR-77M","hERG_Karim","1024","0.8426863137856575","0.8436507936507937"
"ChemGPT-1.2B","hERG_Karim","1024","0.7903777536273062","0.7968739876903141"
"ChemGPT-19M","hERG_Karim","1024","0.7672743943440541","0.7844197752361018"
"ChemGPT-4.7M","hERG_Karim","1024","0.7663764466606053","0.765392090902295"
"DenoisingPretrainingPQCMv4","hERG_Karim","1024","0.7740803287305374","0.8350788667115199"
"FRAD_QM9","hERG_Karim","1024","0.7954712538356632","0.8159041638633475"
"MolR_gat","hERG_Karim","1024","0.8014316257529265","0.8291034362462935"
"MolR_gcn","hERG_Karim","1024","0.8093568871462667","0.8378996287159552"
"MolR_tag","hERG_Karim","1024","0.8315279671932417","0.8459781714883756"
"MoleOOD_OGB_GIN","hERG_Karim","1024","0.7550375634541804","0.752743514988413"
"MoleOOD_OGB_GCN","hERG_Karim","1024","0.7597522327347804","0.779732625650993"
"MoleOOD_OGB_SAGE","hERG_Karim","1024","0.7531564311285374","0.7648389025940046"
"ThreeDInfomax","hERG_Karim","1024","0.8171421586733341","0.8494393361740301"
"ContextPred","hERG_Karim","1024","0.7485969624115881","0.7781606814276837"
"GPT-GNN","hERG_Karim","1024","0.7556539647243139","0.8240047280747719"
"GraphMVP","hERG_Karim","1024","0.8271598476151971","0.8438151176535102"
"GROVER","hERG_Karim","1024","0.8101293658414496","0.8303242630661809"
"AttributeMask","hERG_Karim","1024","0.7358315464458386","0.7738993212531835"
"GraphLog","hERG_Karim","1024","0.8010592572805136","0.8353996319900565"
"GraphCL","hERG_Karim","1024","0.7983668931260786","0.8491488246834749"
"InfoGraph","hERG_Karim","1024","0.7814859202891749","0.8223425904488015"
"Not-trained","hERG_Karim","1024","0.751459893099606","0.78793487930005"
"MolBert","hERG_Karim","1024","0.7775749229291959","0.8203758088298015"
"ChemBertMLM-5M","hERG_Karim","1024","0.7502150883095443","0.7910300622692321"
"ChemBertMLM-10M","hERG_Karim","1024","0.8023100785267865","0.8416375223913335"
"ChemBertMLM-77M","hERG_Karim","1024","0.7705537185309257","0.8228556109330636"
"ChemBertMTR-5M","hERG_Karim","1024","0.8378658306199116","0.8819833542522209"
"ChemBertMTR-10M","hERG_Karim","1024","0.8466456451686653","0.870615259008323"
"ChemBertMTR-77M","hERG_Karim","1024","0.8343783917771889","0.8822161022628956"
"ChemGPT-1.2B","hERG_Karim","1024","0.7904736034000198","0.831063938681257"
"ChemGPT-19M","hERG_Karim","1024","0.7531613469160849","0.7991262810279908"
"ChemGPT-4.7M","hERG_Karim","1024","0.762282896177625","0.7736848518820905"
"DenoisingPretrainingPQCMv4","hERG_Karim","1024","0.7967307178594893","0.8387519344893557"
"FRAD_QM9","hERG_Karim","1024","0.8076590089212012","0.8261396731779242"
"MolR_gat","hERG_Karim","1024","0.8259767115012984","0.8595359662698172"
"MolR_gcn","hERG_Karim","1024","0.8341371318831268","0.869754944372007"
"MolR_tag","hERG_Karim","1024","0.8294448976841458","0.8713561531993711"
"MoleOOD_OGB_GIN","hERG_Karim","1024","0.7316257427315193","0.805038811644712"
"MoleOOD_OGB_GCN","hERG_Karim","1024","0.746604011291685","0.8050449045245724"
"MoleOOD_OGB_SAGE","hERG_Karim","1024","0.7284415332818326","0.8031329588243179"
"ThreeDInfomax","hERG_Karim","1024","0.8171421472010242","0.8563810730780012"
"ContextPred","hERG_Karim","1024","0.6559071104387292","0.7216867291124718"
"GPT-GNN","hERG_Karim","1024","0.7672223903177005","0.7559222955262559"
"GraphMVP","hERG_Karim","1024","0.7954747352496219","0.8276612001859527"
"GROVER","hERG_Karim","1024","0.7993019667170953","0.7981016508244232"
"AttributeMask","hERG_Karim","1024","0.7222795763993949","0.7462797103886213"
"GraphLog","hERG_Karim","1024","0.7598874432677761","0.8013372765848013"
"GraphCL","hERG_Karim","1024","0.7845803328290468","0.8054816470658054"
"InfoGraph","hERG_Karim","1024","0.7460717095310135","0.7965722396415466"
"Not-trained","hERG_Karim","1024","0.7145137670196672","0.7485113896004986"
"MolBert","hERG_Karim","1024","0.7625464447806354","0.7660532536770162"
"ChemBertMLM-5M","hERG_Karim","1024","0.7169376701966718","0.714936054044965"
"ChemBertMLM-10M","hERG_Karim","1024","0.7813866868381241","0.8141215220423141"
"ChemBertMLM-77M","hERG_Karim","1024","0.7627291981845687","0.7817380639162816"
"ChemBertMTR-5M","hERG_Karim","1024","0.820909228441755","0.8363987497650863"
"ChemBertMTR-10M","hERG_Karim","1024","0.8320656580937973","0.8397716145240898"
"ChemBertMTR-77M","hERG_Karim","1024","0.8208069591527989","0.8561438561438561"
"ChemGPT-1.2B","hERG_Karim","1024","0.7619358547655068","0.802966835145053"
"ChemGPT-19M","hERG_Karim","1024","0.7475745839636914","0.7764166526542764"
"ChemGPT-4.7M","hERG_Karim","1024","0.7288284417549168","0.7749082600567749"
"DenoisingPretrainingPQCMv4","hERG_Karim","1024","0.7712175491679274","0.8042650418888042"
"FRAD_QM9","hERG_Karim","1024","0.7769422087745839","0.8084835956123085"
"MolR_gat","hERG_Karim","1024","0.7939261724659608","0.8391113836658392"
"MolR_gcn","hERG_Karim","1024","0.8068617246596066","0.8357409916815857"
"MolR_tag","hERG_Karim","1024","0.8257476550680787","0.837986271154588"
"MoleOOD_OGB_GIN","hERG_Karim","1024","0.739993343419062","0.7459767954817459"
"MoleOOD_OGB_GCN","hERG_Karim","1024","0.7477373676248109","0.746031196526246"
"MoleOOD_OGB_SAGE","hERG_Karim","1024","0.7438777609682299","0.7361277336524861"
"ThreeDInfomax","hERG_Karim","1024","0.809459606656581","0.8306520212460806"
"ContextPred","hERG","1024","0.7375661375661376","0.7264150943396227"
"GPT-GNN","hERG","1024","0.6947089947089947","0.6835334476843912"
"GraphMVP","hERG","1024","0.8002645502645502","0.7830188679245282"
"GROVER","hERG","1024","0.6695767195767196","0.8293310463121784"
"AttributeMask","hERG","1024","0.7447089947089947","0.6903945111492282"
"GraphLog","hERG","1024","0.7674603174603175","0.6560891938250428"
"GraphCL","hERG","1024","0.8005291005291005","0.6869639794168096"
"InfoGraph","hERG","1024","0.7465608465608466","0.6526586620926244"
"Not-trained","hERG","1024","0.6452380952380952","0.7658662092624358"
"MolBert","hERG","1024","0.745899470899471","0.6475128644939967"
"ChemBertMLM-5M","hERG","1024","0.6788359788359788","0.6680960548885078"
"ChemBertMLM-10M","hERG","1024","0.7947089947089947","0.7178387650085764"
"ChemBertMLM-77M","hERG","1024","0.6571428571428571","0.5343053173241852"
"ChemBertMTR-5M","hERG","1024","0.8305555555555555","0.813893653516295"
"ChemBertMTR-10M","hERG","1024","0.8031746031746032","0.7830188679245282"
"ChemBertMTR-77M","hERG","1024","0.7980158730158731","0.7675814751286449"
"ChemGPT-1.2B","hERG","1024","0.811111111111111","0.7521440823327616"
"ChemGPT-19M","hERG","1024","0.7256613756613757","0.6903945111492282"
"ChemGPT-4.7M","hERG","1024","0.703968253968254","0.7092624356775301"
"DenoisingPretrainingPQCMv4","hERG","1024","0.7412698412698412","0.7401372212692968"
"FRAD_QM9","hERG","1024","0.824074074074074","0.7538593481989708"
"MolR_gat","hERG","1024","0.855026455026455","0.6440823327615781"
"MolR_gcn","hERG","1024","0.8552910052910053","0.7521440823327615"
"MolR_tag","hERG","1024","0.7759259259259259","0.6286449399656947"
"MoleOOD_OGB_GIN","hERG","1024","0.7433862433862434","0.6337907375643226"
"MoleOOD_OGB_GCN","hERG","1024","0.715079365079365","0.7761578044596913"
"MoleOOD_OGB_SAGE","hERG","1024","0.7365079365079366","0.7178387650085764"
"ThreeDInfomax","hERG","1024","0.7902116402116401","0.8070325900514579"
"ContextPred","hERG","1024","0.7659356725146198","0.806949806949807"
"GPT-GNN","hERG","1024","0.7305555555555556","0.7746138996138996"
"GraphMVP","hERG","1024","0.6048245614035088","0.8083976833976834"
"GROVER","hERG","1024","0.6887426900584795","0.7306949806949806"
"AttributeMask","hERG","1024","0.6676900584795321","0.7881274131274131"
"GraphLog","hERG","1024","0.7703216374269006","0.7577220077220077"
"GraphCL","hERG","1024","0.691374269005848","0.7427606177606179"
"InfoGraph","hERG","1024","0.7951754385964912","0.6365830115830117"
"Not-trained","hERG","1024","0.6741228070175439","0.7842664092664092"
"MolBert","hERG","1024","0.6176900584795322","0.7972972972972974"
"ChemBertMLM-5M","hERG","1024","0.6761695906432749","0.8286679536679536"
"ChemBertMLM-10M","hERG","1024","0.722953216374269","0.7736486486486487"
"ChemBertMLM-77M","hERG","1024","0.75453216374269","0.6607142857142857"
"ChemBertMTR-5M","hERG","1024","0.7786549707602339","0.8460424710424711"
"ChemBertMTR-10M","hERG","1024","0.7238304093567252","0.7997104247104247"
"ChemBertMTR-77M","hERG","1024","0.7910818713450293","0.8412162162162162"
"ChemGPT-1.2B","hERG","1024","0.7865497076023391","0.8716216216216217"
"ChemGPT-19M","hERG","1024","0.7788011695906432","0.75"
"ChemGPT-4.7M","hERG","1024","0.7732456140350876","0.7036679536679538"
"DenoisingPretrainingPQCMv4","hERG","1024","0.776169590643275","0.7731660231660231"
"FRAD_QM9","hERG","1024","0.6730994152046783","0.7741312741312742"
"MolR_gat","hERG","1024","0.7600877192982456","0.8185328185328186"
"MolR_gcn","hERG","1024","0.7711988304093568","0.8310810810810811"
"MolR_tag","hERG","1024","0.6940058479532164","0.834942084942085"
"MoleOOD_OGB_GIN","hERG","1024","0.5557017543859649","0.7113899613899614"
"MoleOOD_OGB_GCN","hERG","1024","0.6902046783625732","0.7181467181467182"
"MoleOOD_OGB_SAGE","hERG","1024","0.5592105263157895","0.8079150579150579"
"ThreeDInfomax","hERG","1024","0.7729532163742691","0.8436293436293437"
"ContextPred","hERG","1024","0.7030606995884774","0.8214285714285714"
"GPT-GNN","hERG","1024","0.6948302469135803","0.8316326530612246"
"GraphMVP","hERG","1024","0.7609310699588477","0.8877551020408164"
"GROVER","hERG","1024","0.7457561728395061","0.8303571428571428"
"AttributeMask","hERG","1024","0.6166409465020576","0.7933673469387755"
"GraphLog","hERG","1024","0.7354681069958847","0.8533163265306123"
"GraphCL","hERG","1024","0.6755401234567902","0.8826530612244898"
"InfoGraph","hERG","1024","0.6766975308641976","0.8137755102040816"
"Not-trained","hERG","1024","0.6853137860082305","0.8188775510204082"
"MolBert","hERG","1024","0.7727623456790124","0.8558673469387755"
"ChemBertMLM-5M","hERG","1024","0.6646090534979423","0.7308673469387755"
"ChemBertMLM-10M","hERG","1024","0.7362397119341564","0.7538265306122449"
"ChemBertMLM-77M","hERG","1024","0.7527006172839505","0.8061224489795917"
"ChemBertMTR-5M","hERG","1024","0.8197016460905349","0.9260204081632654"
"ChemBertMTR-10M","hERG","1024","0.8106995884773662","0.9489795918367346"
"ChemBertMTR-77M","hERG","1024","0.7537294238683128","0.9247448979591837"
