"epoch","dataset","metric_test","metric"
"20","HIA_Hou","0.9486428167569908","0.9606872535348536"
"20","HIV","0.7337536784461516","0.6540882122672702"
"20","Pgp_Broccatelli","0.8575815451859412","0.9280460232376706"
"20","Skin__Reaction","0.586638368707807","0.6562873315195297"
"20","Tox21","0.7733707785162415","0.7984162816660577"
"20","hERG","0.7810795418386591","0.7765659816279433"
"25","AMES","0.8265033984154876","0.8554867241491928"
"25","BBB_Martins","0.8750108553095133","0.900978112067254"
"25","Bioavailability_Ma","0.5923722285962105","0.7157748085248086"
"25","CYP1A2_Veith","0.9105967257699752","0.9176444500048284"
"25","CYP2C19_Veith","0.864784141736795","0.8956349319068536"
"25","CYP2C9_Substrate_CarbonMangels","0.6541736048471144","0.5688143733180555"
"25","CYP2C9_Veith","0.8671580984784566","0.8878906094138159"
"25","CYP2D6_Substrate_CarbonMangels","0.7741788724003013","0.7922314449323672"
"25","CYP2D6_Veith","0.8455708428861449","0.8514177085694431"
"25","CYP3A4_Substrate_CarbonMangels","0.5835691054450199","0.5964625272713509"
"25","CYP3A4_Veith","0.8838291169739844","0.8824780223172114"
"25","Carcinogens_Lagunin","0.8265166779138147","0.775"
"25","ClinTox","0.6658488897398056","0.7226816575257777"
"25","DILI","0.8449592701503","0.879966468368724"
"25","HIA_Hou","0.960506275608952","0.960029862694032"
"25","HIV","0.73682850491065","0.8008681034683939"
"25","Pgp_Broccatelli","0.8624674295519992","0.9257144509030992"
"25","Skin__Reaction","0.5932492552576586","0.5297176988817855"
"25","Tox21","0.7728487355071609","0.7859503065489968"
"25","hERG","0.7922643314702418","0.7789090404815866"
"30","AMES","0.8182314743511279","0.8557499798883541"
"30","BBB_Martins","0.8710367004043571","0.9032311775909933"
"30","Bioavailability_Ma","0.5969958093665807","0.5762610722610723"
"30","CYP1A2_Veith","0.914366277261894","0.9185145064130732"
"30","CYP2C19_Veith","0.8685667837598461","0.8950044915218637"
"30","CYP2C9_Substrate_CarbonMangels","0.6639870328104779","0.5710059778605789"
"30","CYP2C9_Veith","0.8715866380883508","0.8901054836061858"
"30","CYP2D6_Substrate_CarbonMangels","0.7721410793392997","0.4765015992156967"
"30","CYP2D6_Veith","0.8362349560691136","0.8543589753919905"
"30","CYP3A4_Substrate_CarbonMangels","0.5772278357562729","0.7362804544422191"
"30","CYP3A4_Veith","0.8852365062125553","0.8829037450998702"
"30","Carcinogens_Lagunin","0.8363878980687041","0.3777777777777777"
"30","ClinTox","0.6375583059032719","0.7296061280209672"
"30","DILI","0.8373938792473676","0.8679777030429398"
"30","HIA_Hou","0.9594609932988482","0.962305206280254"
"30","HIV","0.7400672448032454","0.8072578173573799"
"30","Pgp_Broccatelli","0.852504381060234","0.925313295192878"
"30","Skin__Reaction","0.6066973672059918","0.659327909792306"
"30","Tox21","0.7736860807057392","0.786081727560125"
"30","hERG","0.8060237003268445","0.795318220165699"
"35","AMES","0.8223352188051478","0.8558728142051285"
"35","BBB_Martins","0.8774820789752154","0.9036025383052392"
"35","Bioavailability_Ma","0.6047825104226687","0.5521378621378622"
"35","CYP1A2_Veith","0.9134492846675674","0.9197395252689547"
"35","CYP2C19_Veith","0.8667407769084937","0.8956264554920192"
"35","CYP2C9_Substrate_CarbonMangels","0.6638083065067842","0.7022844635365867"
"35","CYP2C9_Veith","0.8721380844925426","0.8887951173675012"
"35","CYP2D6_Substrate_CarbonMangels","0.7782386736143707","0.7914323573513297"
"35","CYP2D6_Veith","0.8408044565586149","0.8478270103388514"
"35","CYP3A4_Substrate_CarbonMangels","0.5722088243278252","0.7349731415907887"
"35","CYP3A4_Veith","0.8874773459416033","0.8854280323381628"
"35","Carcinogens_Lagunin","0.8252450271538289","0.3555555555555555"
"35","ClinTox","0.6516604606533074","0.7462410111632074"
"35","DILI","0.8402037942861863","0.8658768822214201"
"35","HIA_Hou","0.9564611833784348","0.9605074867876168"
"35","HIV","0.7383160495863001","0.8068708702428349"
"35","Pgp_Broccatelli","0.8563804909146564","0.9226055812306068"
"35","Skin__Reaction","0.6271798039953723","0.5312506086964291"
"35","Tox21","0.7722063777275513","0.8004535249849575"
"35","hERG","0.798766872887442","0.7766049896600157"
"40","AMES","0.8132487599332727","0.8576763398945706"
"40","BBB_Martins","0.8779920510497117","0.8987782528599064"
"40","Bioavailability_Ma","0.5984847052354325","0.6916252913752914"
"40","CYP1A2_Veith","0.9123249126999978","0.9196914762682096"
"40","CYP2C19_Veith","0.8672008618821108","0.8965227638434596"
"40","CYP2C9_Substrate_CarbonMangels","0.6801215193399635","0.7382632441581187"
"40","CYP2C9_Veith","0.8708843489527907","0.8869222331589792"
"40","CYP2D6_Substrate_CarbonMangels","0.7705955604303577","0.7823565555120233"
"40","CYP2D6_Veith","0.8404863576529562","0.8538514623148569"
"40","CYP3A4_Substrate_CarbonMangels","0.5676974831164159","0.5998023816406169"
"40","CYP3A4_Veith","0.8896234683943971","0.8842344149487642"
"40","Carcinogens_Lagunin","0.8315204939104728","0.5583333333333333"
"40","ClinTox","0.6523345674266932","0.7357319832286743"
"40","DILI","0.8452272464385006","0.8770521485185905"
"40","HIA_Hou","0.9549266368568994","0.954054165951388"
"40","HIV","0.7300153238465323","0.800886315915284"
"40","Pgp_Broccatelli","0.8599006547064993","0.923100214618202"
"40","Skin__Reaction","0.6240202006128588","0.5487375077622756"
"40","Tox21","0.7741199034988799","0.7954134803038475"
"40","hERG","0.8059653784169984","0.7702153378846233"
"45","AMES","0.8192067848723049","0.8577679544487433"
"45","BBB_Martins","0.8739307671918615","0.9026040667107698"
"45","Bioavailability_Ma","0.6056825873927958","0.3015384615384615"
"45","CYP1A2_Veith","0.9134577623020028","0.9222328186780376"
"45","CYP2C19_Veith","0.8679762457763672","0.8953500831422453"
"45","CYP2C9_Substrate_CarbonMangels","0.6684569233633625","0.5880298285161679"
"45","CYP2C9_Veith","0.8722116591940189","0.8878883033515519"
"45","CYP2D6_Substrate_CarbonMangels","0.7754191092449169","0.6272201214098447"
"45","CYP2D6_Veith","0.8427813645971243","0.8541475738287586"
"45","CYP3A4_Substrate_CarbonMangels","0.572233103067618","0.6051345243257008"
"45","CYP3A4_Veith","0.8868236504957796","0.8871676594726882"
"45","Carcinogens_Lagunin","0.8425606140942833","0.7711538461538462"
"45","ClinTox","0.6426540352643791","0.7398082083293933"
"45","DILI","0.831324174058684","0.7040060043156019"
"45","HIA_Hou","0.9569500248683428","0.9510060199690512"
"45","HIV","0.7338918608377545","0.8009188756706489"
"45","Pgp_Broccatelli","0.8553088504220996","0.9229991633548226"
"45","Skin__Reaction","0.624980712302915","0.5527551722443362"
"45","Tox21","0.7771253448364374","0.7964787925327705"
"45","hERG","0.8027612101337844","0.7906693147798269"
"50","AMES","0.8226698179539829","0.8566866018430291"
"50","BBB_Martins","0.8737971743817509","0.9042144779719268"
"50","Bioavailability_Ma","0.6067805292239224","0.5651172161172162"
"50","CYP1A2_Veith","0.9158057171301736","0.9202336521793028"
"50","CYP2C19_Veith","0.867568276699388","0.8948971583822601"
"50","CYP2C9_Substrate_CarbonMangels","0.6733203376808475","0.7144920557658271"
"50","CYP2C9_Veith","0.8725960279558113","0.8881595830811154"
"50","CYP2D6_Substrate_CarbonMangels","0.7808970580280619","0.8042806159341074"
"50","CYP2D6_Veith","0.843072782602289","0.853950984114962"
"50","CYP3A4_Substrate_CarbonMangels","0.5782516500172376","0.7304509064067888"
"50","CYP3A4_Veith","0.8885048791030353","0.8842314586589639"
"50","Carcinogens_Lagunin","0.8475196423406922","0.5722222222222222"
"50","ClinTox","0.6570688671731918","0.7336727238325642"
"50","DILI","0.8257808777094076","0.8543868847686296"
"50","HIA_Hou","0.95174840362973","0.9505713829771932"
"50","HIV","0.7482254539002693","0.7979877152867318"
"50","Pgp_Broccatelli","0.8517257797003962","0.9254885853690872"
"50","Skin__Reaction","0.6282490995498515","0.6836324769142107"
"50","Tox21","0.7739990609090129","0.7854381927780989"
"50","hERG","0.8023328985177164","0.7901157126618964"
"55","AMES","0.821976494835663","0.8590952252873889"
"55","BBB_Martins","0.8753504316253699","0.9023014730375132"
"55","Bioavailability_Ma","0.6146363982604978","0.5503866966366967"
"55","CYP1A2_Veith","0.9150878349536355","0.9202519494282624"
"55","CYP2C19_Veith","0.8671608931176461","0.8965889122971461"
"55","CYP2C9_Substrate_CarbonMangels","0.6747196295195219","0.586163159082117"
"55","CYP2C9_Veith","0.8733484002233085","0.8875541312947363"
"55","CYP2D6_Substrate_CarbonMangels","0.778885667861292","0.7887831478773508"
"55","CYP2D6_Veith","0.8405101323152474","0.8515133272630431"
"55","CYP3A4_Substrate_CarbonMangels","0.5776269923059518","0.7191021703521703"
"55","CYP3A4_Veith","0.8883590988517476","0.8873949601726476"
"55","Carcinogens_Lagunin","0.8354825428194994","0.5731965811965812"
"55","ClinTox","0.6571858783678488","0.7269033733491492"
"55","DILI","0.8247115544477671","0.8618191047121829"
"55","HIA_Hou","0.9574725505891418","0.9454390265844992"
"55","HIV","0.7385219541507244","0.8021484536474958"
"55","Pgp_Broccatelli","0.8538130833136595","0.92689603319151"
"55","Skin__Reaction","0.6300694572025842","0.5406863415222548"
"55","Tox21","0.7767262368775861","0.7870468415180003"
"55","hERG","0.8053606383980615","0.7979675254410643"
"60","AMES","0.8204435616128783","0.8634466624111639"
"60","BBB_Martins","0.8763970699040085","0.9045218099789338"
"60","Bioavailability_Ma","0.617576413748813","0.5591336996336996"
"60","CYP1A2_Veith","0.9171918066726932","0.9226173159140736"
"60","CYP2C19_Veith","0.8673837464320083","0.8967008864106916"
"60","CYP2C9_Substrate_CarbonMangels","0.6842394878270095","0.727806123821973"
"60","CYP2C9_Veith","0.8703072411263086","0.888586373123651"
"60","CYP2D6_Substrate_CarbonMangels","0.7801375109015124","0.8092457557082063"
"60","CYP2D6_Veith","0.8416140310016512","0.849866349130262"
"60","CYP3A4_Substrate_CarbonMangels","0.5814324584946823","0.717158850026497"
"60","CYP3A4_Veith","0.8918045281393541","0.8874637605138969"
"60","Carcinogens_Lagunin","0.8403509110189915","0.6"
"60","ClinTox","0.6569516354842339","0.7187040784915932"
"60","DILI","0.8287402809906963","0.8642970627706366"
"60","HIA_Hou","0.9619073219333948","0.9578530179558664"
"60","HIV","0.741263571290378","0.6524291841336629"
"60","Pgp_Broccatelli","0.8589432857206812","0.9237676014431224"
"60","Skin__Reaction","0.6429287148057604","0.6737838803783076"
"60","Tox21","0.7760600770298047","0.7996815135349054"
"60","hERG","0.8076842193417008","0.7934250977188654"
"65","AMES","0.8262508525589725","0.8611600639372904"
"65","BBB_Martins","0.8765052937419725","0.9004108058051165"
"65","Bioavailability_Ma","0.613602061002106","0.5600567765567765"
"65","CYP1A2_Veith","0.9147752346186928","0.9212851809382056"
"65","CYP2C19_Veith","0.8650503342992728","0.8968320863983296"
"65","CYP2C9_Substrate_CarbonMangels","0.6678783208423587","0.6802342227571365"
"65","CYP2C9_Veith","0.8759250999239742","0.8885740341866395"
"65","CYP2D6_Substrate_CarbonMangels","0.7775777170718615","0.6395859403369284"
"65","CYP2D6_Veith","0.843579829482142","0.8524712097690899"
"65","CYP3A4_Substrate_CarbonMangels","0.5870287323652403","0.704673242761478"
"65","CYP3A4_Veith","0.8931014960988666","0.8881770294096343"
"65","Carcinogens_Lagunin","0.8279501269320994","0.7722222222222223"
"65","ClinTox","0.6466361707759919","0.7398139824974719"
"65","DILI","0.8231802409983888","0.8696114692656598"
"65","HIA_Hou","0.9545551916797054","0.9577973455587084"
"65","HIV","0.7485496284886646","0.8098982343031077"
"65","Pgp_Broccatelli","0.8627047287540238","0.9183595809668572"
"65","Skin__Reaction","0.6417533712540348","0.5308155638650994"
"65","Tox21","0.7772789998617439","0.785404854073685"
"65","hERG","0.8084296974390313","0.7727339504679916"
"70","AMES","0.8210931551038074","0.8596357214179953"
"70","BBB_Martins","0.8732173428629799","0.909206794119346"
"70","Bioavailability_Ma","0.6152896475796713","0.5561045621045622"
"70","CYP1A2_Veith","0.9149615788634664","0.9212897929025656"
"70","CYP2C19_Veith","0.8684850179060396","0.8968799718038287"
"70","CYP2C9_Substrate_CarbonMangels","0.6716236600785305","0.7170696982703316"
"70","CYP2C9_Veith","0.874619926029917","0.8907604123161426"
"70","CYP2D6_Substrate_CarbonMangels","0.7765378894703121","0.8007554036506604"
"70","CYP2D6_Veith","0.8438356754463093","0.8508010622986231"
"70","CYP3A4_Substrate_CarbonMangels","0.5760204725096353","0.7164001214736508"
"70","CYP3A4_Veith","0.8883064504404056","0.884829925878875"
"70","Carcinogens_Lagunin","0.8339885198753173","0.3506410256410256"
"70","ClinTox","0.6658570653611875","0.7412173922986319"
"70","DILI","0.8322992328408028","0.8640639561860814"
"70","HIA_Hou","0.9556125534749984","0.9515576750244876"
"70","HIV","0.7472142612599618","0.7983884961359886"
"70","Pgp_Broccatelli","0.8590248896497442","0.9224080531044704"
"70","Skin__Reaction","0.6234617992946166","0.5485681226238501"
"70","Tox21","0.7788004132048061","0.7838460363522376"
"70","hERG","0.8142838618479473","0.8037992074774667"
"75","AMES","0.8312514964249612","0.8598177610964001"
"75","BBB_Martins","0.8778518988789594","0.9043969157446196"
"75","Bioavailability_Ma","0.601910818005009","0.6911164668664669"
"75","CYP1A2_Veith","0.9156606648020166","0.921439290972734"
"75","CYP2C19_Veith","0.8689872639333845","0.8983660929792634"
"75","CYP2C9_Substrate_CarbonMangels","0.6725831797896068","0.5867494163716803"
"75","CYP2C9_Veith","0.8718900054242067","0.887559130378531"
"75","CYP2D6_Substrate_CarbonMangels","0.7752674389576493","0.8016167820614462"
"75","CYP2D6_Veith","0.8430740080666947","0.8504719904494757"
"75","CYP3A4_Substrate_CarbonMangels","0.5825650100302793","0.7300492260786379"
"75","CYP3A4_Veith","0.8892557767301639","0.8858125419002774"
"75","Carcinogens_Lagunin","0.8245123959638807","0.5611111111111111"
"75","ClinTox","0.658822867166792","0.735509819093435"
"75","DILI","0.8350734453208289","0.8656338229071533"
"75","HIA_Hou","0.9611228760540832","0.9510489933007074"
"75","HIV","0.74691713963745","0.7932844626525621"
"75","Pgp_Broccatelli","0.8628752770107775","0.9269116490029556"
"75","Skin__Reaction","0.6205866987370747","0.4326370516308596"
"75","Tox21","0.780163999502902","0.7989206145843243"
"75","hERG","0.8098910397063491","0.7782399218044475"
"80","AMES","0.8264211080169236","0.8594456045903163"
"80","BBB_Martins","0.8774083541600763","0.8993742885678451"
"80","Bioavailability_Ma","0.6172868051832335","0.716254662004662"
"80","CYP1A2_Veith","0.9183702706053668","0.9218523411855872"
"80","CYP2C19_Veith","0.8667245410528833","0.8964082021219607"
"80","CYP2C9_Substrate_CarbonMangels","0.6740053005354014","0.6018402422113482"
"80","CYP2C9_Veith","0.8720453507766267","0.8901758345443174"
"80","CYP2D6_Substrate_CarbonMangels","0.7824045387235564","0.7942396359557098"
"80","CYP2D6_Veith","0.841922631718058","0.8547846469142695"
"80","CYP3A4_Substrate_CarbonMangels","0.5802255232006116","0.7228332524656054"
"80","CYP3A4_Veith","0.8907616663458932","0.8877223341483699"
"80","Carcinogens_Lagunin","0.8278719190848035","0.5638888888888889"
"80","ClinTox","0.6762573007578233","0.7239568705317829"
"80","DILI","0.8224452964394409","0.8610722758002722"
"80","HIA_Hou","0.9656736372188404","0.9542001944946032"
"80","HIV","0.7312799655451594","0.801999825470439"
"80","Pgp_Broccatelli","0.8635017429844316","0.9283752805225234"
"80","Skin__Reaction","0.6122313593003553","0.666914255335308"
"80","Tox21","0.7780770519634964","0.7982078764402041"
"80","hERG","0.8139218655649051","0.7835041240637519"
"85","AMES","0.8255734956238714","0.8616892623372576"
"85","BBB_Martins","0.8771922755554892","0.8972989111050198"
"85","Bioavailability_Ma","0.6202671616961684","0.547942723942724"
"85","CYP1A2_Veith","0.9136066304261788","0.9218780476961732"
"85","CYP2C19_Veith","0.8680735857920802","0.8947054383061073"
"85","CYP2C9_Substrate_CarbonMangels","0.6740596746896902","0.4668433925484571"
"85","CYP2C9_Veith","0.872580972882241","0.8905117324494816"
"85","CYP2D6_Substrate_CarbonMangels","0.7798915130963306","0.7853919642061935"
"85","CYP2D6_Veith","0.8439936112242336","0.852615704598523"
"85","CYP3A4_Substrate_CarbonMangels","0.571926269160863","0.583486973413444"
"85","CYP3A4_Veith","0.8900048271561392","0.8865684354801378"
"85","Carcinogens_Lagunin","0.8358469905845304","0.7583333333333333"
"85","ClinTox","0.6592993333195173","0.7330347270784816"
"85","DILI","0.827652413362754","0.8499445880671003"
"85","HIA_Hou","0.9610181525199248","0.9539802956403648"
"85","HIV","0.745939628540708","0.8013313084531909"
"85","Pgp_Broccatelli","0.863661727919669","0.9203983164714872"
"85","Skin__Reaction","0.61657522118159","0.5580014653389267"
"85","Tox21","0.776958263211777","0.799812181313288"
"85","hERG","0.8129979599875077","0.6513327301916152"
"90","AMES","0.8317236968996011","0.8626428845033844"
"90","BBB_Martins","0.872421987565259","0.9041817828559754"
"90","Bioavailability_Ma","0.630250106500968","0.5509175824175825"
"90","CYP1A2_Veith","0.9157948855319406","0.9212792681969184"
"90","CYP2C19_Veith","0.8681024019520418","0.8973928094659392"
"90","CYP2C9_Substrate_CarbonMangels","0.6648309440922235","0.692012513230904"
"90","CYP2C9_Veith","0.8737516902162412","0.8901404359282609"
"90","CYP2D6_Substrate_CarbonMangels","0.774598906983128","0.7848071072049991"
"90","CYP2D6_Veith","0.8428246411235376","0.8524287219884957"
"90","CYP3A4_Substrate_CarbonMangels","0.5763424129700371","0.7207151632151632"
"90","CYP3A4_Veith","0.8897544948215454","0.8876038607794751"
"90","Carcinogens_Lagunin","0.8438795430444422","0.3645299145299145"
"90","ClinTox","0.6521189948384822","0.7185441043636385"
"90","DILI","0.8244076002439791","0.8533109017438407"
"90","HIA_Hou","0.958844722228268","0.759540514149972"
"90","HIV","0.7430337498503896","0.8039179515366455"
"90","Pgp_Broccatelli","0.8640791614805723","0.9221204063258048"
"90","Skin__Reaction","0.6280361564328836","0.5191286371007734"
"90","Tox21","0.7782015719002512","0.7860079535323344"
"90","hERG","0.8140844834736963","0.7833406084199919"
"95","AMES","0.828243842517065","0.8607636790847826"
"95","BBB_Martins","0.8755516638636125","0.9034038900012282"
"95","Bioavailability_Ma","0.6387223070569341","0.5658305860805861"
"95","CYP1A2_Veith","0.9159059628590098","0.922782410250044"
"95","CYP2C19_Veith","0.8660592998906894","0.8954753811733518"
"95","CYP2C9_Substrate_CarbonMangels","0.668471831387862","0.7132384511414119"
"95","CYP2C9_Veith","0.8720406464331791","0.8879090735542021"
"95","CYP2D6_Substrate_CarbonMangels","0.7689307859893884","0.7999997842883217"
"95","CYP2D6_Veith","0.8416378229602458","0.8505283460560074"
"95","CYP3A4_Substrate_CarbonMangels","0.5810652318219643","0.5782302785979256"
"95","CYP3A4_Veith","0.8932136970023402","0.8869802738820699"
"95","Carcinogens_Lagunin","0.8255504273916257","0.5307692307692308"
"95","ClinTox","0.6577293381748275","0.7493201907747793"
"95","DILI","0.8273809705705885","0.7075473687818888"
"95","HIA_Hou","0.965880767863491","0.9550971402010492"
"95","HIV","0.7456335384949379","0.6543046975895871"
"95","Pgp_Broccatelli","0.866368147426449","0.9231085519681352"
"95","Skin__Reaction","0.6180005358868693","0.642740451842619"
"95","Tox21","0.7772968389743086","0.7979406163017208"
"95","hERG","0.8141681801440797","0.7891157078314398"
