,embedder,dataset,metric_test,metric
10,ThreeDInfomax,HIV,0.7791317846067493,0.7498659911672761
22,ThreeDInfomax,HIV,0.7566669936922535,0.8231432970724685
34,ThreeDInfomax,HIV,0.7544652801547329,0.7805520273571079
46,ThreeDInfomax,HIV,0.7623128754511824,0.7854374532442835
58,ThreeDInfomax,HIV,0.7567516150539118,0.7578460019479912
