,embedder,dataset,metric_test,metric
2,GraphLog,PAMPA_NCATS,0.6139303482587064,0.7124260355029586
14,GraphLog,PAMPA_NCATS,0.6584782829824025,0.6581101190476191
26,GraphLog,PAMPA_NCATS,0.621563931695127,0.7427893391748813
38,GraphLog,PAMPA_NCATS,0.6236351958895311,0.7245539080170897
50,GraphLog,PAMPA_NCATS,0.6678292410714285,0.7185617469879518
