,embedder,dataset,metric_test,metric
30,custom:../bool-run/glorious-plant-430/model_275.pth,Tox21,0.7806575029697166,0.8515614617940199
31,custom:../bool-run/glorious-plant-430/model_275.pth,Tox21,0.8912229617304495,0.8824457379100256
32,custom:../bool-run/glorious-plant-430/model_275.pth,Tox21,0.8841629867523082,0.8954988823409876
33,custom:../bool-run/glorious-plant-430/model_275.pth,Tox21,0.7913671822590228,0.8418194161575017
34,custom:../bool-run/glorious-plant-430/model_275.pth,Tox21,0.7020443105160428,0.7849031396125585
35,custom:../bool-run/glorious-plant-430/model_275.pth,Tox21,0.8115881293847396,0.8424999999999999
36,custom:../bool-run/glorious-plant-430/model_275.pth,Tox21,0.8038820876288659,0.8463013927112
37,custom:../bool-run/glorious-plant-430/model_275.pth,Tox21,0.7978132978132978,0.8251616379310345
38,custom:../bool-run/glorious-plant-430/model_275.pth,Tox21,0.8286527660229285,0.8642894756638833
39,custom:../bool-run/glorious-plant-430/model_275.pth,Tox21,0.8069712132443785,0.869778236204229
40,custom:../bool-run/glorious-plant-430/model_275.pth,Tox21,0.9063256620027016,0.9104086924311643
41,custom:../bool-run/glorious-plant-430/model_275.pth,Tox21,0.8623363482426795,0.8571487929530062
42,custom:../bool-run/glorious-plant-430/model_275.pth,Tox21,0.7274237569716387,0.8688816525898037
43,custom:../bool-run/glorious-plant-430/model_275.pth,Tox21,0.8581024349286314,0.9529346622369878
44,custom:../bool-run/glorious-plant-430/model_275.pth,Tox21,0.887887413029728,0.8990303983228511
45,custom:../bool-run/glorious-plant-430/model_275.pth,Tox21,0.7731923050275975,0.8597359735973596
46,custom:../bool-run/glorious-plant-430/model_275.pth,Tox21,0.7345418912297893,0.0
47,custom:../bool-run/glorious-plant-430/model_275.pth,Tox21,0.7354359233904265,0.9041730253117929
48,custom:../bool-run/glorious-plant-430/model_275.pth,Tox21,0.841346153846154,0.8874320124320124
49,custom:../bool-run/glorious-plant-430/model_275.pth,Tox21,0.8400509176874018,0.822773646071701
50,custom:../bool-run/glorious-plant-430/model_275.pth,Tox21,0.8612610667242496,0.9088085827216262
51,custom:../bool-run/glorious-plant-430/model_275.pth,Tox21,0.8001469017094017,0.8090581825257833
52,custom:../bool-run/glorious-plant-430/model_275.pth,Tox21,0.9002860024593448,0.9091903719912473
53,custom:../bool-run/glorious-plant-430/model_275.pth,Tox21,0.8698339085418464,0.9154647435897436
54,custom:../bool-run/glorious-plant-430/model_275.pth,Tox21,0.7627039627039627,0.7986424242424242
55,custom:../bool-run/glorious-plant-430/model_275.pth,Tox21,0.863859467837768,0.9251024590163934
56,custom:../bool-run/glorious-plant-430/model_275.pth,Tox21,0.856949739602801,0.9203709155136885
57,custom:../bool-run/glorious-plant-430/model_275.pth,Tox21,0.7957479651978671,0.8524436090225564
58,custom:../bool-run/glorious-plant-430/model_275.pth,Tox21,0.7367232416202857,0.773089786467713
59,custom:../bool-run/glorious-plant-430/model_275.pth,Tox21,0.8388576120103214,0.8952745849297573
60,custom:../bool-run/glorious-plant-430/model_275.pth,Tox21,0.76743679163034,0.8494467860906217
61,custom:../bool-run/glorious-plant-430/model_275.pth,Tox21,0.7726632622580049,0.8337028824833703
62,custom:../bool-run/glorious-plant-430/model_275.pth,Tox21,0.8193686463349384,0.8458461538461538
63,custom:../bool-run/glorious-plant-430/model_275.pth,Tox21,0.8242192540973029,0.8245817110386194
64,custom:../bool-run/glorious-plant-430/model_275.pth,Tox21,0.896682136355478,0.9136300118241428
65,custom:../bool-run/glorious-plant-430/model_275.pth,Tox21,0.8462262375305853,0.9214106695309703
66,custom:../bool-run/glorious-plant-430/model_275.pth,Tox21,0.8073431092530836,0.8236430269413629
67,custom:../bool-run/glorious-plant-430/model_275.pth,Tox21,0.8564208227669766,0.0
68,custom:../bool-run/glorious-plant-430/model_275.pth,Tox21,0.8783971291866028,0.8902836568870724
69,custom:../bool-run/glorious-plant-430/model_275.pth,Tox21,0.8048737830117181,0.8206766917293232
70,custom:../bool-run/glorious-plant-430/model_275.pth,Tox21,0.703785914001106,0.7558151999142458
71,custom:../bool-run/glorious-plant-430/model_275.pth,Tox21,0.8182875102207685,0.8221941992433796
72,custom:../bool-run/glorious-plant-430/model_275.pth,Tox21,0.8951982872871851,0.8468556533072662
73,custom:../bool-run/glorious-plant-430/model_275.pth,Tox21,0.8073508718938551,0.7926179208487181
74,custom:../bool-run/glorious-plant-430/model_275.pth,Tox21,0.8461469130238846,0.8860569715142429
75,custom:../bool-run/glorious-plant-430/model_275.pth,Tox21,0.8423415492957746,0.8379604550379198
76,custom:../bool-run/glorious-plant-430/model_275.pth,Tox21,0.8893009256979665,0.9186826908069299
77,custom:../bool-run/glorious-plant-430/model_275.pth,Tox21,0.8791206091869319,0.8930563149261892
78,custom:../bool-run/glorious-plant-430/model_275.pth,Tox21,0.7940765973552859,0.8677866693175605
79,custom:../bool-run/glorious-plant-430/model_275.pth,Tox21,0.8544630404463041,0.9335544499723605
80,custom:../bool-run/glorious-plant-430/model_275.pth,Tox21,0.8586174518374616,0.9064699472862737
81,custom:../bool-run/glorious-plant-430/model_275.pth,Tox21,0.763152709359606,0.8504833070542264
82,custom:../bool-run/glorious-plant-430/model_275.pth,Tox21,0.7168962094422731,0.0
83,custom:../bool-run/glorious-plant-430/model_275.pth,Tox21,0.764056093992206,0.9007096774193548
84,custom:../bool-run/glorious-plant-430/model_275.pth,Tox21,0.8091188336695397,0.8943684045554279
85,custom:../bool-run/glorious-plant-430/model_275.pth,Tox21,0.8081635749781876,0.8566282984887635
86,custom:../bool-run/glorious-plant-430/model_275.pth,Tox21,0.8305869833967106,0.8959492610542691
87,custom:../bool-run/glorious-plant-430/model_275.pth,Tox21,0.7246615209414147,0.8746113289171286
88,custom:../bool-run/glorious-plant-430/model_275.pth,Tox21,0.8940075822428765,0.902262420119563
89,custom:../bool-run/glorious-plant-430/model_275.pth,Tox21,0.8372212692967409,0.828658276450512
