,embedder,dataset,metric_test,metric
35,custom:../bool-run/neat-spaceship-459/model_200.pth,Tox21,0.7491862205149566,0.817984496124031
36,custom:../bool-run/neat-spaceship-459/model_200.pth,Tox21,0.8828202995008321,0.8837512919545233
37,custom:../bool-run/neat-spaceship-459/model_200.pth,Tox21,0.8680717248762211,0.9148801056695793
38,custom:../bool-run/neat-spaceship-459/model_200.pth,Tox21,0.848714852509919,0.7902919212491515
39,custom:../bool-run/neat-spaceship-459/model_200.pth,Tox21,0.6900832106290449,0.7677020708082833
40,custom:../bool-run/neat-spaceship-459/model_200.pth,Tox21,0.8101601788042466,0.9176923076923078
41,custom:../bool-run/neat-spaceship-459/model_200.pth,Tox21,0.7055412371134021,0.7844216495705112
42,custom:../bool-run/neat-spaceship-459/model_200.pth,Tox21,0.799512987012987,0.8257429673321234
43,custom:../bool-run/neat-spaceship-459/model_200.pth,Tox21,0.8071862737554821,0.8740690589031822
44,custom:../bool-run/neat-spaceship-459/model_200.pth,Tox21,0.7230355819125278,0.8223826714801444
45,custom:../bool-run/neat-spaceship-459/model_200.pth,Tox21,0.8893710018604887,0.921866897147796
46,custom:../bool-run/neat-spaceship-459/model_200.pth,Tox21,0.8466526246231364,0.8052104541488345
47,custom:../bool-run/neat-spaceship-459/model_200.pth,Tox21,0.7194731221075115,0.8779892133916759
48,custom:../bool-run/neat-spaceship-459/model_200.pth,Tox21,0.851604424488008,0.9515899383009017
49,custom:../bool-run/neat-spaceship-459/model_200.pth,Tox21,0.8757621758380773,0.8915880503144654
50,custom:../bool-run/neat-spaceship-459/model_200.pth,Tox21,0.7810674118380638,0.7874115983026875
51,custom:../bool-run/neat-spaceship-459/model_200.pth,Tox21,0.7299689694594154,0.7742865548690792
52,custom:../bool-run/neat-spaceship-459/model_200.pth,Tox21,0.7773900535414614,0.9128558648634426
53,custom:../bool-run/neat-spaceship-459/model_200.pth,Tox21,0.7849941724941726,0.8674242424242423
54,custom:../bool-run/neat-spaceship-459/model_200.pth,Tox21,0.8126436930910412,0.8120471014492753
55,custom:../bool-run/neat-spaceship-459/model_200.pth,Tox21,0.8675771971496438,0.8673771880293619
56,custom:../bool-run/neat-spaceship-459/model_200.pth,Tox21,0.7781116452991453,0.7966530453395603
57,custom:../bool-run/neat-spaceship-459/model_200.pth,Tox21,0.9014604086933695,0.8892622694592061
58,custom:../bool-run/neat-spaceship-459/model_200.pth,Tox21,0.8310828300258845,0.9183137464387464
59,custom:../bool-run/neat-spaceship-459/model_200.pth,Tox21,0.7552577052577053,0.8723393939393939
60,custom:../bool-run/neat-spaceship-459/model_200.pth,Tox21,0.8658055627314216,0.9540983606557377
61,custom:../bool-run/neat-spaceship-459/model_200.pth,Tox21,0.8547506914853852,0.9126435089785104
62,custom:../bool-run/neat-spaceship-459/model_200.pth,Tox21,0.7888316426767171,0.8633040935672515
63,custom:../bool-run/neat-spaceship-459/model_200.pth,Tox21,0.7575471512576947,0.7772632421461854
64,custom:../bool-run/neat-spaceship-459/model_200.pth,Tox21,0.7925052779732582,0.8352490421455938
65,custom:../bool-run/neat-spaceship-459/model_200.pth,Tox21,0.8097210113339146,0.7609325605900948
66,custom:../bool-run/neat-spaceship-459/model_200.pth,Tox21,0.7753517019672551,0.8116242864556305
67,custom:../bool-run/neat-spaceship-459/model_200.pth,Tox21,0.7664794007490637,0.8636923076923076
68,custom:../bool-run/neat-spaceship-459/model_200.pth,Tox21,0.8134759323783713,0.7739135009996843
69,custom:../bool-run/neat-spaceship-459/model_200.pth,Tox21,0.8917207251096125,0.9119101365151027
70,custom:../bool-run/neat-spaceship-459/model_200.pth,Tox21,0.7896170325837845,0.8856516290726817
71,custom:../bool-run/neat-spaceship-459/model_200.pth,Tox21,0.7557402945541,0.8449385895404121
72,custom:../bool-run/neat-spaceship-459/model_200.pth,Tox21,0.8455022541561003,0.8490163775559647
73,custom:../bool-run/neat-spaceship-459/model_200.pth,Tox21,0.8645334928229664,0.8891402714932127
74,custom:../bool-run/neat-spaceship-459/model_200.pth,Tox21,0.7484793719271654,0.7902255639097744
75,custom:../bool-run/neat-spaceship-459/model_200.pth,Tox21,0.6737306946423982,0.782318576481938
76,custom:../bool-run/neat-spaceship-459/model_200.pth,Tox21,0.7936554578904335,0.8398486759142497
77,custom:../bool-run/neat-spaceship-459/model_200.pth,Tox21,0.7994189010092773,0.7807103290974258
